policy,date,normal_cost,emergency_cost,total_cost,emergency_kwh,start_kwh,end_kwh
main,2025-09-13,18632.77524996255,1.697817353374376e-11,18632.775249962568,3.4781066915456904e-12,3989.431395294161,3282.789962604446
main,2025-09-14,40622.60377332526,2.6100527961148147e-11,40622.60377332529,6.184164291767047e-12,3282.789962604446,1832.3767582949552
main,2025-09-15,42609.22493167661,2.324932307784522e-11,42609.22493167663,4.641231843294236e-12,1832.3767582949552,2154.568165868374
main,2025-09-16,41863.93933281825,55.38174766668401,41919.32108048493,8.238266666671713,2154.568165868374,1526.1631148246918
main,2025-09-17,42536.573064591714,1.8722768231616003e-11,42536.573064591736,5.45004319452147e-12,1526.1631148246918,1654.7616645695314
main,2025-09-18,40275.24922594867,178.52875099313545,40453.777976941805,34.98921191301837,1654.7616645695314,1358.3208249620143
main,2025-09-19,19463.620010381208,2.530046872006863e-11,19463.620010381233,5.557554416668609e-12,1358.3208249620143,2993.380057635536
main,2025-09-20,18714.949124832987,2.561906509157552e-11,18714.949124833012,4.837019673686882e-12,2993.380057635536,2489.352446053152
main,2025-09-21,43486.46312480406,3.3329005777460457e-11,43486.4631248041,6.502354210624617e-12,2489.352446053152,1736.3479446850547
main,2025-09-22,43496.89880714148,2.395191447956968e-11,43496.8988071415,6.0794147493936634e-12,1736.3479446850547,2194.900065751549
main,2025-09-23,43831.703741524165,2.4009790600132418e-11,43831.70374152419,5.416112003331364e-12,2194.900065751549,2368.544679622345
main,2025-09-24,44785.500110041954,1.7267710150647986e-11,44785.50011004197,3.999189868153508e-12,2368.544679622345,2625.856038428794
main,2025-09-25,42668.00233722807,32.87037776859656,42700.872714996665,4.881980954792719,2625.856038428794,1880.3138921713341
main,2025-09-26,19856.914967955097,2.162107737291308e-11,19856.91496795512,3.61577434659921e-12,1880.3138921713341,2573.435675074541
main,2025-09-27,18790.37024183316,629.1839397335801,19419.55418156674,91.0872979057395,2573.435675074541,1611.362691238272
main,2025-09-28,44413.19410972716,3.4685238237130997e-11,44413.1941097272,7.143841074253032e-12,1611.362691238272,2198.609011610854
main,2025-09-29,45971.019783065305,2.1774000380503368e-11,45971.01978306533,4.852118706821784e-12,2198.609011610854,2536.0004123672516
main,2025-09-30,45367.31935549034,76.20803269225313,45443.52738818259,11.279217448718864,2536.0004123672516,2327.5396986791898
main,2025-10-01,46752.187936142334,2.2702749902236972e-11,46752.187936142356,4.625633209798252e-12,2327.5396986791898,4342.000735458222
main,2025-10-02,41081.32049260197,2.922326580723223e-11,41081.320492602,6.519895734413694e-12,4342.000735458222,3049.937168962701
main,2025-10-03,18526.513736239987,1.5122822105695377e-11,18526.513736240002,2.5579538487363607e-12,3049.937168962701,4515.8708099972055
main,2025-10-04,16516.859592320485,1.9136542905862086e-11,16516.859592320503,3.742117726801553e-12,4515.8708099972055,3078.640307701919
main,2025-10-05,39845.76660058407,1220.6749798890605,41066.44158047313,238.28856249253585,3078.640307701919,1656.2361815401205
main,2025-10-06,38180.22278387534,2227.7049745977124,40407.92775847305,362.2633503402342,1656.2361815401205,1513.2478463751497
main,2025-10-07,40673.23676960659,9.739855144630382e-12,40673.2367696066,2.1245227799226996e-12,1513.2478463751497,1803.775572362778
main,2025-10-08,39138.45086315325,2696.3328492699666,41834.78371242322,416.69813252533135,1803.775572362778,1484.1201522340216
main,2025-10-09,39389.700963910494,3.7269915598159285e-11,39389.70096391053,8.893441538759816e-12,1484.1201522340216,1434.8988786083485
main,2025-10-10,17152.42805012694,1.7038696231708173e-11,17152.428050126957,3.12061487761639e-12,1434.8988786083485,1711.7644461870418
main,2025-10-11,17010.255670394516,948.6219172821891,17958.877587676703,156.06877630253365,1711.7644461870418,1732.0251230292565
main,2025-10-12,41012.22606172268,642.6399306105814,41654.86599233326,93.61074735126199,1732.0251230292565,1345.7897551437593
main,2025-10-13,40901.14592673478,2.9341610918720566e-11,40901.14592673481,6.203482172395525e-12,1345.7897551437593,1650.7364738511492
main,2025-10-14,41110.773359709885,1.821054204653727e-11,41110.77335970991,4.670208664236952e-12,1650.7364738511492,1424.3485175875214
main,2025-10-15,40810.12648302771,692.6365232432331,41502.76300627094,129.20550635213937,1424.3485175875214,1492.4701048796105
main,2025-10-16,40984.33653443535,12560.983503789928,53545.32003822528,2370.4418662108674,1492.4701048796105,1593.2567346026403
main,2025-10-17,18445.677041483228,1.4813281268288848e-11,18445.677041483243,2.5934809855243657e-12,1593.2567346026403,2097.305940826538
main,2025-10-18,16746.012414736848,1.869705603188554e-11,16746.012414736866,3.789833030731771e-12,2097.305940826538,1770.0471355856293
main,2025-10-19,44752.455735444106,1646.9533551618151,46399.40909060592,276.8274469306894,1770.0471355856293,1413.8905694609182
main,2025-10-20,44666.20128641646,2493.2969338523435,47159.4982202688,519.2180256757414,1413.8905694609182,1313.2569200981761
main,2025-10-21,46893.51106609112,1.9271906908854827e-11,46893.511066091145,4.2577712189295625e-12,1313.2569200981761,2016.3850824271835
main,2025-10-22,47060.42487078444,1658.3387616697057,48718.763632454145,264.91062265694546,2016.3850824271835,1605.4368825922963
main,2025-10-23,45691.74594986308,2.792882902724614e-11,45691.74594986311,5.467626351673971e-12,1605.4368825922963,1534.6583456064195
main,2025-10-24,18377.203421181082,123.89388072567569,18501.097301906757,26.501721312406165,1534.6583456064195,1809.7194098303485
main,2025-10-25,18604.430778232843,2.222329520407129e-11,18604.430778232865,3.978595231046711e-12,1809.7194098303485,2169.400372942193
main,2025-10-26,45919.58828617903,2.6245005280145506e-11,45919.58828617906,5.199396468924533e-12,2169.400372942193,1940.2685949815561
main,2025-10-27,45728.668914804104,2.7680616465630693e-11,45728.66891480413,6.062594870570592e-12,1940.2685949815561,1737.936776761359
main,2025-10-28,46004.82178884352,2.8657296979872626e-11,46004.82178884355,5.212719145220035e-12,1737.936776761359,1975.801465655865
main,2025-10-29,45542.67280979102,3372.271329719729,48914.94413951075,525.5255728901052,1975.801465655865,1381.746067410885
main,2025-10-30,48208.20681148599,2.7912528732798593e-11,48208.206811486016,5.574207762037986e-12,1381.746067410885,1821.9379953364837
main,2025-10-31,19235.177196314755,2.1984289499954456e-11,19235.177196314777,4.022115973612017e-12,1821.9379953364837,2263.4512307265977
main,2025-11-01,19143.896800896917,3.3327744120015266e-11,19143.89680089695,6.574518707225252e-12,2263.4512307265977,2620.1148769247548
main,2025-11-02,47501.090906103214,2.457150225648741e-11,47501.090906103236,5.515185530491351e-12,2620.1148769247548,1612.5732942339453
main,2025-11-03,48489.70305532058,1.9308344478830012e-11,48489.7030553206,4.213962512267244e-12,1612.5732942339453,1999.708267885099
main,2025-11-04,48897.805542878086,155.81717803336056,49053.622720911444,33.59955000000615,1999.708267885099,1725.2033861241305
main,2025-11-05,49020.87435318638,3.577844109869943e-11,49020.87435318642,7.100986465502501e-12,1725.2033861241305,1981.7679888635148
main,2025-11-06,47646.41546005395,4601.049866392735,52247.46532644668,955.4438871723407,1981.7679888635148,1690.313970525769
main,2025-11-07,20598.729051741764,2.7388299628228197e-11,20598.729051741793,4.764189043271472e-12,1690.313970525769,2489.365986765497
main,2025-11-08,19193.88652172483,2.5120956870239298e-11,19193.886521724857,4.9187320882992935e-12,2489.365986765497,2124.393432810565
main,2025-11-09,47932.090045406076,139.088094842318,48071.17814024839,30.676686114317718,2124.393432810565,1626.3705494051194
main,2025-11-10,49760.745962343295,2.5194239139381126e-11,49760.74596234332,4.511058193656936e-12,1626.3705494051194,1567.7135140473267
main,2025-11-11,51417.791111383805,2.682498734252192e-11,51417.791111383835,5.283329329586195e-12,1567.7135140473267,1843.3132102231534
main,2025-11-12,50455.990051684406,3.408976489982507e-11,50455.99005168444,6.433742427702782e-12,1843.3132102231534,1891.697823296528
main,2025-11-13,50905.92450045352,3.5566628753258556e-11,50905.924500453555,6.8900440908237215e-12,1891.697823296528,1812.748114080894
main,2025-11-14,20129.496634616888,3.038927665066638e-11,20129.496634616917,5.60484991751764e-12,1812.748114080894,2245.8076041255445
main,2025-11-15,19863.351295862296,2.411131827528834e-11,19863.35129586232,4.673372799857134e-12,2245.8076041255445,2033.8499883318777
main,2025-11-16,51094.918214665755,3.317414309922384e-11,51094.91821466579,7.0181638278654646e-12,2033.8499883318777,1702.8318451840398
main,2025-11-17,52425.21769266242,2.5730879427143804e-11,52425.21769266245,5.213607323639735e-12,1702.8318451840398,1873.2701335463082
main,2025-11-18,51779.84725117397,2.8334436574795066e-11,51779.847251174,5.95923310697799e-12,1873.2701335463082,1699.2796133920908
main,2025-11-19,52328.11982096005,6.301057500038239,52334.420878460085,1.3850000000075482,1699.2796133920908,1508.8976144218004
main,2025-11-20,52774.783284791,3.157866945713295e-11,52774.78328479103,6.7270633508087485e-12,1508.8976144218004,1657.2870228908314
main,2025-11-21,21981.95532078007,2.7907196775700524e-11,21981.9553207801,6.079137193637507e-12,1657.2870228908314,2471.714586934063
main,2025-11-22,21019.94118564581,3.1745280487660565e-11,21019.941185645843,7.212397346023636e-12,2471.714586934063,1846.76860560315
main,2025-11-23,52703.710247492076,4.299023004250557e-11,52703.71024749212,8.736789069985207e-12,1846.76860560315,1744.1546278648316
main,2025-11-24,52919.83587049127,88.24499866671665,53008.08086915799,18.839666666676713,1744.1546278648316,1391.6725286910632
main,2025-11-25,52901.75214034847,3.656991709455326e-11,52901.75214034851,7.708056415367537e-12,1391.6725286910632,1611.1241867720964
main,2025-11-26,53195.41380671706,151.75906043634708,53347.17286715341,32.39945782159377,1611.1241867720964,2023.7751144859672
main,2025-11-27,53264.796773222435,4.2477776185378956e-11,53264.79677322248,8.214207092294146e-12,2023.7751144859672,1801.0611222586097
main,2025-11-28,22809.55847885373,3.5012178933868656e-11,22809.558478853767,6.3513638792755955e-12,1801.0611222586097,1980.994967460392
main,2025-11-29,21121.588813474275,3.016483507423118e-11,21121.588813474304,6.602718372050731e-12,1980.994967460392,1828.9125456852519
main,2025-11-30,55267.46359899412,12.60802232522464,55280.071621319345,2.691721247913399,1828.9125456852519,1423.6439973238382
main,2025-12-01,55470.99293101095,18698.19008473183,74169.18301574278,4225.831830082718,1423.6439973238382,1360.3014674663862
main,2025-12-02,60856.378725055416,7231.988771163128,68088.36749621855,1488.5129909686432,1360.3014674663862,2454.0132224124363
main,2025-12-03,62155.50650965766,1.71111128599577e-11,62155.50650965767,3.898437128668775e-12,2454.0132224124363,2475.920681596901
main,2025-12-04,62505.76398690751,490.72989353007677,62996.493880437585,87.29328484922512,2475.920681596901,2442.351503645614
main,2025-12-05,29226.48160904314,3.8643882316335974e-11,29226.48160904318,7.061462525825846e-12,2442.351503645614,4035.8130311531854
main,2025-12-06,28685.52229950364,3.30974745388346e-11,28685.52229950367,7.52020667960096e-12,4035.8130311531854,2434.120989746965
main,2025-12-07,62373.74998630554,1.5924001672829038e-11,62373.74998630556,3.6339820042030624e-12,2434.120989746965,1634.943525049161
main,2025-12-08,64051.118292705694,2.2614218053718103e-11,64051.118292705716,4.384936858059518e-12,1634.943525049161,2136.0065602068184
main,2025-12-09,62477.27120910348,232.76821782794264,62710.03942693142,39.91436887634736,2136.0065602068184,1934.6140241760618
main,2025-12-10,62369.30318284096,1.904335206193153e-11,62369.30318284098,4.102607142897341e-12,1934.6140241760618,1783.171814860716
main,2025-12-11,61803.86407801336,6.545932338085876,61810.41001035144,1.1205910019836431,1783.171814860716,1995.5755296806226
main,2025-12-12,28432.391635669665,1.9912079096684463e-11,28432.391635669683,3.524291969370097e-12,1995.5755296806226,2630.731094451209
main,2025-12-13,29603.31543108846,2.03312757740548e-11,29603.315431088482,3.788080960021034e-12,2630.731094451209,3147.1757102813845
main,2025-12-14,61547.16083893461,3.739654363954514e-11,61547.160838934644,8.069545032185488e-12,3147.1757102813845,1614.2178687890878
main,2025-12-15,62367.06023521925,156.48848830574312,62523.548723525,31.809836021087417,1614.2178687890878,1688.9607430541687
main,2025-12-16,63286.97379464752,34.097765635718595,63321.07156028324,5.837159228918023,1688.9607430541687,1641.9374133769036
main,2025-12-17,62551.95364968688,37.232601599141915,62589.186251286024,6.373808370991769,1641.9374133769036,1706.1084190034499
main,2025-12-18,61624.65254182282,65.64120354893097,61690.29374537175,11.98130866065192,1706.1084190034499,1775.649091071189
main,2025-12-19,28405.055633603402,3.031223339000633e-11,28405.05563360343,5.763833854643963e-12,1775.649091071189,1815.2600528075998
main,2025-12-20,28630.925318582274,3.1314109083524504e-11,28630.925318582307,7.061018436615996e-12,1815.2600528075998,1888.0516736442057
main,2025-12-21,62149.556558373675,3.708366258514672e-11,62149.55655837371,8.37374614093278e-12,1888.0516736442057,1621.159875037729
main,2025-12-22,62275.40859260658,982.6971805030314,63258.105773109615,148.85657528736385,1621.159875037729,1448.2294870886046
main,2025-12-23,62938.446213768664,2.7940344260457553e-11,62938.44621376869,4.9675819013828004e-12,1448.2294870886046,1755.362515041247
main,2025-12-24,62045.58576756259,2.967770651451928e-11,62045.58576756262,5.590194973592588e-12,1755.362515041247,1575.8093803034085
main,2025-12-25,61401.409290237556,327.31168096501773,61728.72097120257,47.75073252299668,1575.8093803034085,1563.6326292843628
main,2025-12-26,29129.504122985403,3.0954068919175624e-11,29129.504122985436,5.667827318589502e-12,1563.6326292843628,2222.9047767135144
main,2025-12-27,28877.51495748182,2.94848701010153e-11,28877.51495748185,6.6560090772327385e-12,2222.9047767135144,1791.8051018036188
main,2025-12-28,61466.66223148437,284.3846766727878,61751.04690815716,48.74818249739658,1791.8051018036188,1710.2849661762555
main,2025-12-29,62633.151863075844,2.2390280296491484e-11,62633.151863075866,4.0243364196612674e-12,1710.2849661762555,1705.1063741075125
main,2025-12-30,61190.89371978939,480.12115634322487,61671.01487613261,82.44383379699228,1705.1063741075125,1694.1211900495064
main,2025-12-31,60835.70993147056,473.6540547572616,61309.36398622782,108.62220757372333,1694.1211900495064,1350.2817220781249
same_plan_greedy,2025-02-01,21663.2191089926,0.0,21663.2191089926,0.0,10800.0,2653.3191112171125
same_plan_greedy,2025-02-02,55924.455306482574,1426.670702076351,57351.126008558924,205.0139469026169,2653.3191112171125,1388.5030961757632
same_plan_greedy,2025-02-03,56749.436471018256,0.0,56749.436471018256,0.0,1388.5030961757632,2041.177384840755
same_plan_greedy,2025-02-04,55187.48920333377,0.0,55187.48920333377,0.0,2041.177384840755,1734.6867467337345
same_plan_greedy,2025-02-05,56415.31232931513,59.60590572093341,56474.918235036064,10.261841391225516,1734.6867467337345,1649.860137505111
same_plan_greedy,2025-02-06,56511.50954282402,126.66871353036423,56638.17825635438,21.68786587421266,1649.860137505111,1552.5543711329
same_plan_greedy,2025-02-07,25125.06130867947,0.0,25125.06130867947,0.0,1552.5543711329,2421.9831374636615
same_plan_greedy,2025-02-08,22769.22053812016,0.0,22769.22053812016,0.0,2421.9831374636615,1886.2344570622338
same_plan_greedy,2025-02-09,52975.24316472292,1195.4749596819108,54170.718124404826,179.14128534586976,1886.2344570622338,1345.7717538914133
same_plan_greedy,2025-02-10,54669.98791108889,0.0,54669.98791108889,0.0,1345.7717538914133,1393.6475525582755
same_plan_greedy,2025-02-11,54722.43995578607,186.87790416557982,54909.31785995165,39.076094826884834,1393.6475525582755,1567.735811653653
same_plan_greedy,2025-02-12,51904.24377938587,308.1441045314579,52212.38788391733,50.412729793200285,1567.735811653653,1431.9444842204045
same_plan_greedy,2025-02-13,52548.13532551492,0.0,52548.13532551492,0.0,1431.9444842204045,1571.1964280455031
same_plan_greedy,2025-02-14,20284.41430135705,0.0,20284.41430135705,0.0,1571.1964280455031,1901.2406227228141
same_plan_greedy,2025-02-15,20957.867653211775,0.0,20957.867653211775,0.0,1901.2406227228141,1718.1787638534308
same_plan_greedy,2025-02-16,50548.92774740441,1203.8462793074816,51752.774026711886,182.1879540345907,1718.1787638534308,1368.6873119385305
same_plan_greedy,2025-02-17,51011.04604186438,0.0,51011.04604186438,0.0,1368.6873119385305,1407.7853597748358
same_plan_greedy,2025-02-18,50090.34855587169,4.577422646048847,50094.92597851774,0.9772465085501381,1407.7853597748358,1782.2592913169678
same_plan_greedy,2025-02-19,49519.24454251551,195.39386337019107,49714.6384058857,44.615564190019654,1782.2592913169678,1238.0441881287986
same_plan_greedy,2025-02-20,50431.96709561254,138.8287090381406,50570.79580465068,29.638921656306707,1238.0441881287986,1517.7752394470815
same_plan_greedy,2025-02-21,19462.79179042059,0.0,19462.79179042059,0.0,1517.7752394470815,1744.6599587914423
same_plan_greedy,2025-02-22,19117.492463851442,193.88671919137693,19311.37918304282,31.717114214195476,1744.6599587914423,1713.1008310453149
same_plan_greedy,2025-02-23,50239.09276182845,22.84851161733032,50261.94127344578,4.877991378593151,1713.1008310453149,1401.1802440652116
same_plan_greedy,2025-02-24,48065.24601789095,738.0033344009769,48803.24935229193,119.48200706277942,1401.1802440652116,1404.5342875406564
same_plan_greedy,2025-02-25,49080.26470844066,346.0953215711543,49426.36003001182,77.23518443150988,1404.5342875406564,2045.1221749019087
same_plan_greedy,2025-02-26,47275.47755494263,745.120947797619,48020.59850274025,106.81206247098896,2045.1221749019087,1681.1045483045093
same_plan_greedy,2025-02-27,47110.568148141305,269.15625917024937,47379.72440731155,55.15722201571047,1681.1045483045093,1866.177757131025
same_plan_greedy,2025-02-28,18326.752131655023,0.0,18326.752131655023,0.0,1866.177757131025,1991.8103146682374
same_plan_greedy,2025-03-01,19259.28649025791,0.0,19259.28649025791,0.0,1991.8103146682374,1947.6997226522203
same_plan_greedy,2025-03-02,47818.566246735245,10639.876158721461,58458.442405456706,1577.8492084605534,1947.6997226522203,1258.94528527055
same_plan_greedy,2025-03-03,46061.56383997173,15432.887676701619,61494.45151667335,2469.590167756883,1258.94528527055,1435.0316668633363
same_plan_greedy,2025-03-04,49519.03744455069,0.0,49519.03744455069,0.0,1435.0316668633363,1693.6639204160965
same_plan_greedy,2025-03-05,47661.29829409412,14.95268999999985,47676.25098409412,3.2866666666666333,1693.6639204160965,1592.5742658986467
same_plan_greedy,2025-03-06,45910.808780896434,0.0,45910.808780896434,0.0,1592.5742658986467,1518.7044884955026
same_plan_greedy,2025-03-07,19228.134099674826,0.0,19228.134099674826,0.0,1518.7044884955026,2301.250956593889
same_plan_greedy,2025-03-08,18830.7782478528,0.0,18830.7782478528,0.0,2301.250956593889,1934.938620546508
same_plan_greedy,2025-03-09,44646.030823848465,460.84073049864804,45106.87155434711,132.05219588324894,1934.938620546508,1341.1972898083159
same_plan_greedy,2025-03-10,44382.309444114544,0.0,44382.309444114544,0.0,1341.1972898083159,1470.878212166467
same_plan_greedy,2025-03-11,44880.87617123278,0.0,44880.87617123278,0.0,1470.878212166467,1903.900269996937
same_plan_greedy,2025-03-12,45128.41790512835,0.0,45128.41790512835,0.0,1903.900269996937,1348.8976856221661
same_plan_greedy,2025-03-13,43357.140572019096,7742.328656896845,51099.46922891594,1126.1255177933936,1348.8976856221661,1516.037715113676
same_plan_greedy,2025-03-14,18506.929662326904,0.0,18506.929662326904,0.0,1516.037715113676,2154.8452054422733
same_plan_greedy,2025-03-15,18853.464315035504,0.0,18853.464315035504,0.0,2154.8452054422733,1432.0460452375903
same_plan_greedy,2025-03-16,45542.182649357565,7.461179999999938,45549.64382935756,1.6399999999999864,1432.0460452375903,1627.0501252109862
same_plan_greedy,2025-03-17,44952.828418551115,0.0,44952.828418551115,0.0,1627.0501252109862,2108.9361949387567
same_plan_greedy,2025-03-18,43515.9449135333,0.0,43515.9449135333,0.0,2108.9361949387567,1882.8373052931202
same_plan_greedy,2025-03-19,43379.213918126086,0.0,43379.213918126086,0.0,1882.8373052931202,2104.0723463251315
same_plan_greedy,2025-03-20,43082.33405525424,494.91821293273114,43577.252268186974,70.94584474379747,2104.0723463251315,1587.540625085357
same_plan_greedy,2025-03-21,16673.38938897355,0.0,16673.38938897355,0.0,1587.540625085357,1876.3586087534854
same_plan_greedy,2025-03-22,16515.859754041696,0.0,16515.859754041696,0.0,1876.3586087534854,2264.2095625307297
same_plan_greedy,2025-03-23,42596.24193848883,0.0,42596.24193848883,0.0,2264.2095625307297,1635.7682406458096
same_plan_greedy,2025-03-24,40131.32887951024,0.0,40131.32887951024,0.0,1635.7682406458096,1802.9900319344854
same_plan_greedy,2025-03-25,40263.477523708585,0.0,40263.477523708585,0.0,1802.9900319344854,1622.2837970457365
same_plan_greedy,2025-03-26,40428.53282479363,0.0,40428.53282479363,0.0,1622.2837970457365,1742.1921816782512
same_plan_greedy,2025-03-27,40244.99581039317,0.0,40244.99581039317,0.0,1742.1921816782512,1612.4855870013312
same_plan_greedy,2025-03-28,16262.923847749073,0.0,16262.923847749073,0.0,1612.4855870013312,1863.032402855199
same_plan_greedy,2025-03-29,15722.044028361262,0.0,15722.044028361262,0.0,1863.032402855199,1761.2410924789822
same_plan_greedy,2025-03-30,38541.34479824522,0.0,38541.34479824522,0.0,1761.2410924789822,1805.5746492371563
same_plan_greedy,2025-03-31,38484.31733901841,0.0,38484.31733901841,0.0,1805.5746492371563,1957.0833844119566
same_plan_greedy,2025-04-01,38201.16967445068,1599.4767968998062,39800.64647135048,229.2827977207291,1957.0833844119566,1653.0325297735756
same_plan_greedy,2025-04-02,39058.7825634452,7769.737126854738,46828.51969029994,1559.7133778580514,1653.0325297735756,1648.6128329897022
same_plan_greedy,2025-04-03,38643.71532326365,0.0,38643.71532326365,0.0,1648.6128329897022,1680.8751025340812
same_plan_greedy,2025-04-04,16035.770928936927,0.0,16035.770928936927,0.0,1680.8751025340812,2167.17809115888
same_plan_greedy,2025-04-05,15016.166277349546,0.0,15016.166277349546,0.0,2167.17809115888,1622.8628011890419
same_plan_greedy,2025-04-06,37903.082375710466,0.0,37903.082375710466,0.0,1622.8628011890419,1566.762876172506
same_plan_greedy,2025-04-07,38119.17163247048,0.0,38119.17163247048,0.0,1566.762876172506,1835.531099270079
same_plan_greedy,2025-04-08,38122.78328998404,1498.059824502608,39620.84311448665,254.00560971680758,1835.531099270079,1365.5902513649762
same_plan_greedy,2025-04-09,39061.842150308345,0.0,39061.842150308345,0.0,1365.5902513649762,1517.1002001306438
same_plan_greedy,2025-04-10,39416.07727662865,0.0,39416.07727662865,0.0,1517.1002001306438,1870.1878568550667
same_plan_greedy,2025-04-11,15703.654965931051,0.0,15703.654965931051,0.0,1870.1878568550667,2325.1041900714995
same_plan_greedy,2025-04-12,14512.568893940417,0.0,14512.568893940417,0.0,2325.1041900714995,2015.816470739122
same_plan_greedy,2025-04-13,35675.313979460596,1772.0505578971079,37447.3645373577,261.22134604399963,2015.816470739122,1559.6630339008962
same_plan_greedy,2025-04-14,36593.41037449014,0.0,36593.41037449014,0.0,1559.6630339008962,1753.9791553295863
same_plan_greedy,2025-04-15,37998.73099548024,0.0,37998.73099548024,0.0,1753.9791553295863,1764.6767340402146
same_plan_greedy,2025-04-16,37096.205633420715,0.0,37096.205633420715,0.0,1764.6767340402146,1680.2206502417105
same_plan_greedy,2025-04-17,35906.49126351392,0.0,35906.49126351392,0.0,1680.2206502417105,1902.2012894951736
same_plan_greedy,2025-04-18,14226.984490409377,0.0,14226.984490409377,0.0,1902.2012894951736,2329.869819597733
same_plan_greedy,2025-04-19,14155.869689687772,0.0,14155.869689687772,0.0,2329.869819597733,2227.008444762571
same_plan_greedy,2025-04-20,35624.03235930202,0.0,35624.03235930202,0.0,2227.008444762571,1960.0044549671877
same_plan_greedy,2025-04-21,35259.56893344555,0.0,35259.56893344555,0.0,1960.0044549671877,1506.9846442448404
same_plan_greedy,2025-04-22,36058.63029750757,0.0,36058.63029750757,0.0,1506.9846442448404,1681.6554453982558
same_plan_greedy,2025-04-23,35536.33719534629,0.0,35536.33719534629,0.0,1681.6554453982558,1891.0252410273586
same_plan_greedy,2025-04-24,34868.27963729543,0.0,34868.27963729543,0.0,1891.0252410273586,1959.5244075736957
same_plan_greedy,2025-04-25,12931.514854481737,0.0,12931.514854481737,0.0,1959.5244075736957,1673.286384685701
same_plan_greedy,2025-04-26,12973.750526924081,0.0,12973.750526924081,0.0,1673.286384685701,1469.4671765048597
same_plan_greedy,2025-04-27,33277.998080219135,3257.1897856205865,36535.18786583972,466.9136733974465,1469.4671765048597,1438.1001075387674
same_plan_greedy,2025-04-28,33287.03299850569,29189.186984832628,62476.21998333832,4318.415248051044,1438.1001075387674,1610.3159433878209
same_plan_greedy,2025-04-29,35354.778510642165,14.821072173933644,35369.599582816096,2.1245803001625063,1610.3159433878209,1788.1853623682541
same_plan_greedy,2025-04-30,35576.580641503715,0.0,35576.580641503715,0.0,1788.1853623682541,1695.2417800190128
same_plan_greedy,2025-05-01,33712.15261638107,12233.068925845782,45945.22154222685,2225.913698759435,1695.2417800190128,1253.739122520755
same_plan_greedy,2025-05-02,14097.242318282273,9628.949491094423,23726.191809376694,1712.7754058884288,1253.739122520755,1200.0
same_plan_greedy,2025-05-03,14126.44250048888,6487.690433806177,20614.132934295056,1161.0437600054638,1200.0,1200.0
same_plan_greedy,2025-05-04,35116.079466768526,9665.635545811547,44781.71501258007,1769.9276559177429,1200.0,1208.1742217452916
same_plan_greedy,2025-05-05,38171.125051325114,251.3427311775082,38422.46778250262,36.029634629803354,1208.1742217452916,1551.2217307474912
same_plan_greedy,2025-05-06,39613.89817027985,0.0,39613.89817027985,0.0,1551.2217307474912,1538.094074973094
same_plan_greedy,2025-05-07,38849.29028079098,0.0,38849.29028079098,0.0,1538.094074973094,1834.3622598456996
same_plan_greedy,2025-05-08,39243.3772742647,243.22893262499971,39486.6062068897,35.99924999999996,1834.3622598456996,2308.8838840773487
same_plan_greedy,2025-05-09,18912.87418891151,0.0,18912.87418891151,0.0,2308.8838840773487,4574.960870898082
same_plan_greedy,2025-05-10,15078.50581120759,0.0,15078.50581120759,0.0,4574.960870898082,2044.2036093007928
same_plan_greedy,2025-05-11,38916.44775897148,210.73012150184823,39127.177880473326,31.282978372930756,2044.2036093007928,1944.0962894722513
same_plan_greedy,2025-05-12,39415.044300684494,0.0,39415.044300684494,0.0,1944.0962894722513,2720.646893635037
same_plan_greedy,2025-05-13,38272.53375352373,0.0,38272.53375352373,0.0,2720.646893635037,2109.610704161287
same_plan_greedy,2025-05-14,37782.556495619574,0.0,37782.556495619574,0.0,2109.610704161287,1904.4076879487618
same_plan_greedy,2025-05-15,37930.347430082074,0.0,37930.347430082074,0.0,1904.4076879487618,2842.132316712758
same_plan_greedy,2025-05-16,15442.746169951966,0.0,15442.746169951966,0.0,2842.132316712758,2334.8415985310744
same_plan_greedy,2025-05-17,15477.355502182469,0.0,15477.355502182469,0.0,2334.8415985310744,2077.673972543066
same_plan_greedy,2025-05-18,38743.38269000419,0.0,38743.38269000419,0.0,2077.673972543066,2438.6320873932364
same_plan_greedy,2025-05-19,37790.21700745904,428.0680453866226,38218.28505284566,63.4692038530095,2438.6320873932364,2234.2334180549606
same_plan_greedy,2025-05-20,36932.88348824276,0.0,36932.88348824276,0.0,2234.2334180549606,1826.9546433086941
same_plan_greedy,2025-05-21,38101.29400429421,0.0,38101.29400429421,0.0,1826.9546433086941,1993.9186101392415
same_plan_greedy,2025-05-22,37713.04606960245,8.469691588224634,37721.515761190676,1.2557923624026444,1993.9186101392415,2795.6185286112395
same_plan_greedy,2025-05-23,16510.607878220286,0.0,16510.607878220286,0.0,2795.6185286112395,3488.424532430508
same_plan_greedy,2025-05-24,15215.561594417482,0.0,15215.561594417482,0.0,3488.424532430508,2746.2582180584136
same_plan_greedy,2025-05-25,37889.36106628068,0.0,37889.36106628068,0.0,2746.2582180584136,2280.270618196319
same_plan_greedy,2025-05-26,38290.666020205594,0.0,38290.666020205594,0.0,2280.270618196319,2518.4283910465974
same_plan_greedy,2025-05-27,37131.474834867935,0.0,37131.474834867935,0.0,2518.4283910465974,2053.144018631494
same_plan_greedy,2025-05-28,38252.96406740106,0.0,38252.96406740106,0.0,2053.144018631494,2397.789378071457
