方案,日期,计划购电费_元,紧急购电费_元,总费用_元,计划购电_kWh,紧急购电_kWh,富余电量_kWh,日初储电_kWh,日末储电_kWh
risk,2025-08-08,61539.89259294623,78.13804327927826,61618.03063622551,83484.82456112019,35.832209700033104,63971.30348256338,10511.605136883969,10683.489085032099
risk,2025-08-09,34137.822410239314,1998.1959607697934,36136.01837100911,47540.257946568374,792.0992464753817,26925.673345777162,10683.489085032099,10274.622586474075
risk,2025-08-10,37454.67028885946,71114.17874605428,108568.84903491374,54208.00550042499,15474.015041444183,10376.701753957588,10274.622586474075,1816.7704338754613
risk,2025-08-11,72615.28455761021,3829.9900659607965,76445.27462357101,104678.77101787794,840.5277836173323,29130.427302923297,1816.7704338754613,10370.238755601325
risk,2025-08-12,67850.54736201203,1574.579863479371,69425.12722549141,94043.83319014302,762.5663284583825,24673.605788579902,10370.238755601325,8953.999005925136
risk,2025-08-13,69608.75870086541,2453.890353618206,72062.64905448361,96348.2568372913,733.7894837086958,25565.588529286517,8953.999005925136,10599.918556129083
risk,2025-08-14,69164.17583742923,4900.437552312678,74064.6133897419,95900.73000742553,1089.8169231896059,28013.67086537293,10599.918556129083,9663.446114931547
risk,2025-08-15,66268.21246502062,87.2483033899409,66355.46076841057,90131.28516471574,39.99221805714648,68090.181472417,9663.446114931547,10670.764096698464
risk,2025-08-16,35368.0413547898,455.3132621251741,35823.35461691497,49661.45699050397,128.03606899158217,29534.468960708877,10670.764096698464,10421.04752710389
risk,2025-08-17,36354.88188573152,71455.99928278707,107810.8811685186,51468.62877960882,16087.66175668287,10388.53806489659,10421.04752710389,1864.16679075502
risk,2025-08-18,74533.2194813583,4726.686832803127,79259.90631416143,107158.67546427292,928.9063837278238,31741.13794626186,1864.16679075502,10371.294916119405
risk,2025-08-19,69868.69375131447,298.0696519594446,70166.76340327392,95349.28609100869,142.12207239526762,27649.602392727607,10371.294916119405,10102.46023830868
risk,2025-08-20,66711.52880907284,12030.252003772526,78741.78081284536,92175.47214629254,2755.0068192584527,20428.683301977348,10102.46023830868,10158.572719259282
risk,2025-08-21,73426.41005538042,0.0,73426.41005538042,101516.0279008339,0.0,31274.846390692095,10158.572719259282,10608.358665143072
risk,2025-08-22,65312.96171339817,0.0,65312.96171339817,88958.45405190755,0.0,63755.38707859197,10608.358665143072,10721.020768786959
risk,2025-08-23,36327.73814184965,1474.5729556356453,37802.3110974853,49382.00956151124,557.3207074293337,24798.2363321457,10721.020768786959,10306.315097929159
risk,2025-08-24,39430.95398074093,75323.23090415694,114754.18488489787,57047.78709428668,16453.547760354966,15090.400079142832,10306.315097929159,1680.6814525683612
risk,2025-08-25,73511.48399064354,1155.7337799025086,74667.21777054605,105242.16374687085,304.6658928112016,22352.592065585515,1680.6814525683612,10410.602515375675
risk,2025-08-26,73944.10515880148,3424.757657361724,77368.86281616321,102291.46110023453,734.6668869958062,33335.984704906376,10410.602515375675,10712.737491947646
risk,2025-08-27,67714.45159312093,6315.484803475371,74029.9363965963,92889.07815374901,1519.3404505314013,23578.024602123915,10712.737491947646,9394.457430311053
risk,2025-08-28,71478.92970772661,4647.353760624649,76126.28346835126,99091.68973217293,1042.402863397751,24179.9877990857,9394.457430311053,10531.130941670555
risk,2025-08-29,67961.77822600029,0.0,67961.77822600029,92221.50788120614,0.0,65877.36439480034,10531.130941670555,10625.436488797439
risk,2025-08-30,37525.10055575791,825.7040137615606,38350.804569519474,52426.09113269262,415.1390978953635,31648.979840192533,10625.436488797439,9601.348606111605
risk,2025-08-31,39829.695365645355,67910.69516008017,107740.39052572552,56945.691500684676,14669.02200940205,9859.416747806983,9601.348606111605,2211.8197181674186
risk,2025-09-01,72146.81525795817,1943.342119919907,74090.15737787807,102657.27460383895,407.88201942371427,38312.067803177415,2211.8197181674186,10684.04360824002
risk,2025-09-02,59780.741272405125,6501.2072058889735,66281.9484782941,83384.26582159744,1600.221302690023,27516.821566122562,10684.04360824002,10225.326705666022
risk,2025-09-03,60912.914164012014,438.78779647981605,61351.70196049183,83941.87467956997,185.26290671279176,26092.341998844935,10225.326705666022,9127.559161091134
risk,2025-09-04,62541.166450838115,3406.7915734190856,65947.9580242572,87328.29408854211,743.8449574193968,28845.16982754355,9127.559161091134,10653.944384209202
risk,2025-09-05,60164.98768547542,0.0,60164.98768547542,82591.03104484716,0.0,72221.4122493896,10653.944384209202,10684.962046837132
risk,2025-09-06,28801.393453748573,2599.35781842495,31400.751272173522,40090.85168012373,963.268556358343,30044.586778594065,10684.962046837132,10506.11296548756
risk,2025-09-07,32280.73338864177,66082.98934043571,98363.72272907748,47643.93005100342,14202.854026135446,12620.989492589466,10506.11296548756,2093.098259209402
risk,2025-09-08,68689.12085953998,2930.4494382800294,71619.57029782001,99494.32320591006,604.6346082553738,30494.796342401693,2093.098259209402,9181.114851347924
risk,2025-09-09,69810.72800130959,594.22743323905,70404.95543454864,97895.56829613958,157.2820545845484,39641.51667764101,9181.114851347924,10601.229422633376
risk,2025-09-10,59726.2393134409,10124.455306697295,69850.6946201382,81832.40108210672,2135.5107892140454,19312.42684477116,10601.229422633376,10308.864301875152
risk,2025-09-11,66526.2807536979,471.1365610499302,66997.41731474783,91597.87892720231,217.30857108266937,34442.607819558376,10308.864301875152,10193.641323169311
risk,2025-09-12,58108.66994718886,0.0,58108.66994718886,78634.35857930698,0.0,62966.27811117357,10193.641323169311,10737.648731948027
risk,2025-09-13,30362.373074983476,1048.3190547851414,31410.692129768617,43219.382113514745,532.7548724982188,32480.3025180404,10737.648731948027,10335.445676820264
risk,2025-09-14,34062.05690979305,71144.75790316236,105206.81481295542,50341.892385156396,15123.710798981861,11216.732889319816,10335.445676820264,1770.9708578156478
risk,2025-09-15,74195.94537149242,2846.439891707099,77042.38526319951,106655.62209119482,723.8532222509649,39686.68438627682,1770.9708578156478,10783.448461555223
risk,2025-09-16,65539.83333251966,715.6647238710322,66255.49805639069,90049.85720768869,215.97503720458172,27715.643450756,10783.448461555223,10032.693921267839
risk,2025-09-17,66360.66917909138,5396.875330836445,71757.54450992781,92826.97993599383,1115.0594153127302,29551.44357821133,10032.693921267839,10564.02909229484
risk,2025-09-18,65129.68862323782,690.8846361958414,65820.57325943366,89304.36520608357,191.13375998394255,26485.29061051211,10564.02909229484,10487.319853256751
risk,2025-09-19,60347.99925442845,21.503086342546982,60369.502340770996,81180.55144274663,9.97591572375179,61297.91965464197,10487.319853256751,10657.722316816344
risk,2025-09-20,33177.066852022646,1437.4554710289653,34614.52232305161,48209.32540240642,386.31282355558875,29340.414686712735,10657.722316816344,10508.463677344893
risk,2025-09-21,37214.34299745424,55505.28218657849,92719.62518403273,54775.32724593023,11714.071546151792,13843.451482678174,10508.463677344893,2109.4445631426433
risk,2025-09-22,68870.26044551763,4857.827797217368,73728.088242735,100299.55957119507,1024.7536049298628,29525.636542047934,2109.4445631426433,10100.789452558736
risk,2025-09-23,67255.2829172343,3315.468609535091,70570.7515267694,94308.15148215146,737.6715013738979,28487.24873202564,10100.789452558736,10460.554340676665
risk,2025-09-24,66301.5828598966,5151.491307265228,71453.07416716183,91207.817203804,1266.6023285068902,27405.026031426933,10460.554340676665,10475.9571798022
risk,2025-09-25,68415.05782745521,49.25725479052479,68464.31508224574,95727.66109344372,10.51606635152109,31884.1144191823,10475.9571798022,10074.038949147134
risk,2025-09-26,62319.24411871255,139.69265604032128,62458.936774752874,85479.0671515172,64.95822182763138,63659.61749880256,10074.038949147134,10658.509210763084
risk,2025-09-27,31909.89896160643,2172.6078637308083,34082.50682533724,46398.03904590483,753.7947499863225,27803.123857261548,10658.509210763084,8713.115237897066
risk,2025-09-28,38652.316716423345,70749.31045941083,109401.62717583418,58838.76976210107,15180.721998332496,14212.156972509443,8713.115237897066,1929.080517794041
risk,2025-09-29,76511.674798305,557.144032317922,77068.81883062293,109418.4702116544,164.31273963569154,34823.361683398354,1929.080517794041,10360.322678396376
risk,2025-09-30,71906.90654783483,5686.554669799827,77593.46121763466,98915.40199774408,1227.5397234967552,30875.29528064247,10360.322678396376,10201.304954508616
risk,2025-10-01,67447.03284938325,2233.150064359976,69680.18291374322,92569.16178414738,792.5090134563065,39163.746672813264,10201.304954508616,10735.89893529323
risk,2025-10-02,57605.96954856017,3683.0777753179077,61289.047323878076,81175.3056819165,765.5000032493704,26065.147653029344,10735.89893529323,10800.0
risk,2025-10-03,53437.648000882895,16.68737155439269,53454.33537243729,73718.1296230861,8.988619205167083,62005.97198402555,10800.0,10669.764195631698
risk,2025-10-04,26549.05376446,2201.861064792457,28750.91482925246,39152.734209821225,727.273560688157,24267.21865243031,10669.764195631698,9684.721186332627
risk,2025-10-05,33265.411180092946,67344.54711044271,100609.95829053567,51517.21593711525,14414.427849539452,15128.723709620803,9684.721186332627,2235.3041080031808
risk,2025-10-06,64487.89424650086,2459.422562667643,66947.31680916851,94767.25911169399,539.7768336200596,26511.019467228896,2235.3041080031808,9899.474246197808
risk,2025-10-07,63069.534294759236,4800.213038148781,67869.74733290802,89211.38175596806,1006.708351243925,27663.928470735616,9899.474246197808,10745.4258885549
risk,2025-10-08,63065.497776047,1978.9259292997813,65044.42370534678,88914.0634340323,514.5630785564065,28832.480777060126,10745.4258885549,10598.848563381676
risk,2025-10-09,60892.600395686764,1716.179091960169,62608.779487646934,86056.62078669871,437.055316289253,27525.96447446267,10598.848563381676,9683.278827048998
risk,2025-10-10,56878.99059133994,0.0,56878.99059133994,79259.38392894126,0.0,64839.86122850439,9683.278827048998,10643.984490804221
risk,2025-10-11,28512.707211334997,413.71329096697355,28926.42050230197,42589.25772857373,113.54085847338177,25344.202531360166,10643.984490804221,10544.017574275002
risk,2025-10-12,32638.275146930224,74675.4232038247,107313.69835075492,49329.0183282556,16581.274604963895,12945.391252291145,10544.017574275002,2071.148097253105
risk,2025-10-13,67806.25576653016,1406.0502938904403,69212.3060604206,99492.3996611132,286.3322722652418,30837.829375591846,2071.148097253105,10527.092186429792
risk,2025-10-14,61922.05125643828,6449.109415587105,68371.16067202539,86764.48597772158,1641.9896655548996,24112.791236975783,10527.092186429792,9969.820595865542
risk,2025-10-15,65707.59889992664,226.93560859865244,65934.53450852529,92387.83896864223,47.62205589347772,25517.9237240184,9969.820595865542,10779.92060535053
risk,2025-10-16,65606.73627557131,2381.573469995298,67988.30974556661,92011.59033270928,556.9872422416067,26381.38401768785,10779.92060535053,9677.420877418592
risk,2025-10-17,63007.58374005187,0.0,63007.58374005187,87481.63508948074,0.0,66436.16287370486,9677.420877418592,10745.81126066111
risk,2025-10-18,28821.467949650112,1826.3371168616195,30647.805066511733,42879.36867065866,779.3674718417128,25120.90653028328,10745.81126066111,9736.384414863543
risk,2025-10-19,35584.910692098274,83780.7837200865,119365.69441218478,55355.39815816794,18319.240774913138,13393.497255964161,9736.384414863543,2600.0134812528418
risk,2025-10-20,73062.81386918016,4888.384396677209,77951.19826585737,105369.87127300841,1020.4086579455513,30186.696029576917,2600.0134812528418,10619.131686267701
risk,2025-10-21,69311.43641676179,1633.424037911292,70944.86045467308,96253.00450554787,515.8575557911688,25791.579195903563,10619.131686267701,10619.704462630769
risk,2025-10-22,68224.73436142398,4356.194922759576,72580.92928418356,95473.10758211208,928.7409399206686,27117.975356111056,10619.704462630769,9952.09159121917
risk,2025-10-23,69642.10391286839,114.94842274812618,69757.05233561652,97350.69807405534,32.19228275433119,28719.54545986373,9952.09159121917,10759.633736423948
risk,2025-10-24,62193.442217493124,99.07446105456265,62292.51667854769,86252.08584419494,41.11205622491775,63893.03011516832,10759.633736423948,10729.178170786052
risk,2025-10-25,31425.14346960703,659.3822941531148,32084.525763760143,46838.417396970995,319.1203862402797,24469.634440305228,10729.178170786052,10357.826683330964
risk,2025-10-26,37488.436704089545,75925.59597195599,113414.03267604554,57427.248827269985,16487.820497660185,13874.919282659488,10357.826683330964,2747.373834390815
risk,2025-10-27,74117.56331974092,564.1948113671322,74681.75813110806,106976.77620198822,134.97991155638863,32657.57892302372,2747.373834390815,9884.093415186006
risk,2025-10-28,69639.89996886963,4351.793991274348,73991.69396014398,96854.42636182277,994.1808327710896,26674.889757230034,9884.093415186006,10771.127626119705
risk,2025-10-29,69775.50221251724,2640.546274587625,72416.04848710487,97085.57943209136,606.5386493812296,24678.822779497776,10771.127626119705,9935.099333077018
risk,2025-10-30,72262.56864566711,1321.6052468633045,73584.17389253041,100618.21783603374,361.094424309234,31014.486758862855,9935.099333077018,10688.073433077307
risk,2025-10-31,62826.29169716931,0.0,62826.29169716931,86725.95919647919,0.0,58943.69709630763,10688.073433077307,10633.537055038381
risk,2025-11-01,34691.738935618836,976.9592340586337,35668.69816967747,52313.79508837279,282.63093216241253,26757.26513108788,10633.537055038381,10394.77676989371
risk,2025-11-02,39863.666743926995,85806.69299485601,125670.35973878301,61343.388569852315,18017.262070039815,14989.463813225744,10394.77676989371,2740.7733743127555
risk,2025-11-03,76481.7409966545,1592.7834635419695,78074.52446019647,109241.33506308393,328.2587843210446,28653.422540293985,2740.7733743127555,10506.241703923815
risk,2025-11-04,74794.82772106279,1420.5632642430448,76215.39098530583,104625.03535241733,321.56680184018865,32826.08562378012,10506.241703923815,10633.5906264183
risk,2025-11-05,72292.00368177073,3205.484176193454,75497.48785796418,99725.90943281003,725.3615364654792,26318.32767622974,10633.5906264183,10738.002935536404
risk,2025-11-06,71947.88711575305,6355.938955600694,78303.82607135375,99415.30609177826,1529.6871980310661,25687.865301613903,10738.002935536404,10249.995455162963
risk,2025-11-07,70439.25721657372,110.42477508307108,70549.68199165679,96544.65126626348,22.947431167617594,68612.23851307848,10249.995455162963,10618.668351850252
risk,2025-11-08,38608.17298579459,0.0,38608.17298579459,58076.73748636043,0.0,30440.39008344509,10618.668351850252,10627.76122296917
risk,2025-11-09,41281.64764420947,87181.21174631297,128462.85939052244,62953.220706125954,18698.469859914534,15093.9282836495,10627.76122296917,2451.7554362714222
risk,2025-11-10,80813.77452010037,3332.3301993693094,84146.10471946967,115606.09284104728,671.3209897986873,30674.286134152666,2451.7554362714222,10399.309218501436
risk,2025-11-11,76895.73358078321,2401.2269733937146,79296.96055417693,106169.4112235858,623.0643914062304,30557.973907575066,10399.309218501436,10507.733553526938
risk,2025-11-12,77675.83015942236,2507.0296985509203,80182.85985797328,107150.25726573617,506.7882944853939,32015.45753831797,10507.733553526938,10800.0
risk,2025-11-13,74858.86651529316,1625.2475031850856,76484.11401847826,102401.24257221422,424.48555285892803,26247.018157170445,10800.0,10430.24354589486
risk,2025-11-14,70269.94711451221,0.0,70269.94711451221,96150.98590281737,0.0,64506.75160325407,10430.24354589486,10611.935995432865
risk,2025-11-15,40482.84954615665,1351.438644685851,41834.2881908425,61227.38700182125,342.2514328460885,29658.424272506552,10611.935995432865,10440.065194959741
risk,2025-11-16,44733.76122422607,87410.6140306084,132144.37525483448,67617.4090389962,18526.098032642534,16542.5398318206,10440.065194959741,2284.6567388212643
risk,2025-11-17,85437.379505869,311.3645611084404,85748.74406697744,121540.81025118282,65.35293864563124,36183.730865391255,2284.6567388212643,10800.0
risk,2025-11-18,73892.9038673057,6079.4995030416585,79972.40337034735,101070.79816380417,1716.6089064370044,23907.62349961356,10800.0,10193.218720851328
risk,2025-11-19,79423.35588206134,3863.3850518069676,83286.7409338683,110247.22422797176,835.5832724276571,30824.08309357103,10193.218720851328,10563.326489197509
risk,2025-11-20,80821.81431611488,531.9163682279981,81353.73068434288,111430.0753830467,113.58103737373213,31958.017921065926,10563.326489197509,10800.0
risk,2025-11-21,71268.3444287171,233.38215721196104,71501.72658592906,97118.6976795827,56.20716053230533,64340.30458377461,10800.0,10704.725679503723
risk,2025-11-22,39424.735976112315,2415.677560402309,41840.41353651462,59856.94279837084,776.3523722089213,27031.186015170017,10704.725679503723,10107.295684414166
risk,2025-11-23,48178.48192918342,79574.19848408751,127752.68041327092,73354.28170962603,15934.793126229284,18356.619922912185,10107.295684414166,2530.473640491054
risk,2025-11-24,83922.75895969302,1313.9930831079882,85236.752042801,119551.12022552086,270.8280499849815,33847.819129239986,2530.473640491054,10433.689300188185
risk,2025-11-25,77432.869687377,5506.386570969852,82939.25625834685,107175.97229373816,1158.073186971949,27246.16144722428,10433.689300188185,10717.161207003142
risk,2025-11-26,77883.11787509125,2454.0058959900275,80337.12377108129,106872.53050015436,681.2466825984054,26190.061179982833,10717.161207003142,10686.00995547384
risk,2025-11-27,79780.5136717209,1391.5014892756028,81172.0151609965,109604.67705936698,364.60420467942106,29482.052548523938,10686.00995547384,10777.334372682748
risk,2025-11-28,70761.33207481526,1.3333372041986518,70762.66541201946,95880.95719873103,0.6126061126573177,61047.87371262195,10777.334372682748,10589.411406157691
risk,2025-11-29,43032.97424646182,298.03242583349424,43331.00667229531,64414.24783814759,60.27080647211664,25874.48391822448,10589.411406157691,10274.878649824459
risk,2025-11-30,49014.256854113366,87240.79093371754,136255.0477878309,74372.78746962652,17916.232782175233,16207.828047824487,10274.878649824459,2480.2940659668147
risk,2025-12-01,87147.97856144646,10302.036787983565,97450.01534943003,123881.13257471567,2483.929320609587,27962.27765901666,2480.2940659668147,10546.175459036152
risk,2025-12-02,88766.23563531079,2651.3782142142736,91417.61384952506,122340.59301757142,532.2125819249386,29493.55920329035,10546.175459036152,10577.691177003471
risk,2025-12-03,85236.37213530863,3752.373687764454,88988.74582307308,116460.19209972885,1238.586333368405,25874.508124511674,10577.691177003471,10444.069905399023
risk,2025-12-04,87778.71447818752,3238.5995295061352,91017.31400769365,121260.53596490737,683.823236500598,30282.79430846671,10444.069905399023,10627.70989363136
risk,2025-12-05,79458.16605864387,220.52179114947023,79678.68784979334,107732.95989958991,76.55143461457396,62397.40387503394,10627.70989363136,10579.632992529008
risk,2025-12-06,50781.45746227317,966.7724889890258,51748.22995126219,75694.62686992977,202.26804607383,28256.275199141055,10579.632992529008,10487.989502321163
risk,2025-12-07,54270.78791850376,87551.43767112412,141822.22558962787,81422.69997163204,17945.201348466144,15787.513456807563,10487.989502321163,2474.848234154987
risk,2025-12-08,92056.478832772,2464.689553709323,94521.16838648132,130388.23420462135,497.6365703607726,30495.10058743079,2474.848234154987,10762.52543912086
risk,2025-12-09,87849.3290294809,5460.93943256258,93310.26846204347,120987.44066964473,1136.349733661356,30349.36637326381,10762.52543912086,10354.442863229871
risk,2025-12-10,86709.49707520517,1129.5524816302411,87839.04955683541,118253.43760693008,405.2795823232913,25332.10193506608,10354.442863229871,10562.176970909672
risk,2025-12-11,89070.81904267293,2063.736622709433,91134.55566538236,122660.56833422363,476.64435084916585,32254.555128156484,10562.176970909672,10800.0
risk,2025-12-12,78639.09152108867,331.08693014188395,78970.17845123056,106296.61310064646,85.40155473545077,58665.38144682983,10800.0,10631.505004358793
risk,2025-12-13,51488.57647846757,1228.4308127798167,52717.007291247384,76835.2322202027,286.5923124723616,29456.589179240986,10631.505004358793,10445.172049080236
risk,2025-12-14,54998.972331745244,87085.95310636994,142084.9254381152,81943.5754841085,17722.60128746146,15901.504221233501,10445.172049080236,2244.8412797240358
risk,2025-12-15,93457.73292034677,1493.603273920813,94951.33619426758,132653.0843594237,312.82553509846224,30876.588167957892,2244.8412797240358,10653.751726117087
risk,2025-12-16,87366.86737572277,4662.979197661566,92029.84657338433,120415.79879553648,1191.5874767738674,27942.829688599362,10653.751726117087,10037.356534973436
risk,2025-12-17,89706.00334459223,2036.8729525668432,91742.87629715908,123248.19575656709,563.8350773674201,30260.69497763243,10037.356534973436,10682.652755036925
risk,2025-12-18,85587.33122550735,6574.94393282574,92162.2751583331,117153.30187330615,1687.7643209679973,26868.24349984982,10682.652755036925,10583.465132813415
risk,2025-12-19,81914.92110210037,2.8493630056348094,81917.770465106,110760.80444762314,0.5616168336719838,63714.924166983415,10583.465132813415,10607.730675679391
risk,2025-12-20,50337.82776602422,2806.612446103773,53144.44021212799,74727.84158030691,638.2913853499366,28403.44004855534,10607.730675679391,10651.119657405132
risk,2025-12-21,53928.09343737562,89255.37158131864,143183.46501869426,80262.52007982173,18599.71135531785,14861.554283611207,10651.119657405132,2364.88791449719
risk,2025-12-22,93235.09553579494,3723.5029760776524,96958.5985118726,132506.4409549203,811.7786365447361,32180.050543852038,2364.88791449719,10494.340790725635
risk,2025-12-23,89375.4859440256,1534.7306357152531,90910.21657974085,123344.90959463344,321.01935789816616,31480.570312995766,10494.340790725635,10650.55676846567
risk,2025-12-24,87287.82954896809,5327.642367476971,92615.47191644507,120006.11196685828,1363.1813479971254,28773.938697255366,10650.55676846567,10649.223844408043
risk,2025-12-25,87771.09155777475,792.1882637644887,88563.27982153924,120277.35870604953,263.8132976614436,27764.087712486948,10649.223844408043,10788.82598734395
risk,2025-12-26,81258.88390172657,156.61155585685697,81415.49545758343,110518.99593738945,48.940034623569424,63557.70603608153,10788.82598734395,10645.57591697324
risk,2025-12-27,51448.83662536417,934.5224687980453,52383.35909416222,76814.70797683462,214.0052036122741,29920.398020707347,10645.57591697324,10316.323329270901
risk,2025-12-28,55158.5859986562,83105.82773538209,138264.4137340383,82688.32694177031,16762.89034078727,17313.643664072868,10316.323329270901,2365.288067418236
risk,2025-12-29,91479.39839523088,2363.7920876555936,93843.19048288646,129911.30143532457,495.700793748714,31053.258087070164,2365.288067418236,10199.609417859834
risk,2025-12-30,88883.55252689397,3492.8722278856503,92376.42475477961,123343.3959371671,738.5972421154125,32569.85356059391,10199.609417859834,10800.0
risk,2025-12-31,84473.07679093111,6073.0795057935575,90546.15629672467,115777.77025606768,1528.363250295044,24387.930249389097,10800.0,10360.254526278743
neutral,2025-02-01,24448.66121842072,0.0,24448.66121842072,41217.65589510374,0.0,4288.574480713898,10691.657650070036,10045.062038699576
neutral,2025-02-02,27060.0601538569,131689.0343551622,158749.0945090191,47107.62113168183,31551.004840898946,1119.639530104791,10045.062038699576,5381.142617280045
neutral,2025-02-03,60328.46832833757,0.0,60328.46832833757,89918.27993667117,0.0,2556.2851128650673,5381.142617280045,8772.708629170329
neutral,2025-02-04,59549.95472690106,0.0,59549.95472690106,87327.76845662453,0.0,2503.7103231266747,8772.708629170329,8823.986886392247
neutral,2025-02-05,59023.66128394695,2826.6353638293745,61850.296647776326,86335.86544156933,696.8271732732782,1205.5437117555725,8823.986886392247,10234.433829124971
neutral,2025-02-06,58669.93260318933,0.0,58669.93260318933,86575.67549523858,0.0,2983.173670633203,10234.433829124971,9796.24938348707
neutral,2025-02-07,53323.92636896549,0.0,53323.92636896549,79428.9292271703,0.0,43217.378091640574,9796.24938348707,10688.987345413481
neutral,2025-02-08,22813.69904322719,2335.085650958885,25148.784694186073,38590.8538811129,843.9858053530696,7025.1668759386675,10688.987345413481,8249.521379813223
neutral,2025-02-09,26757.37355847733,139579.3864770488,166336.76003552612,45954.13741739435,34790.09056142306,1414.9658112224345,8249.521379813223,4320.9242881222135
neutral,2025-02-10,62973.42683433801,0.0,62973.42683433801,94085.75201367881,0.0,9722.676408125291,4320.9242881222135,10552.450836204816
neutral,2025-02-11,55307.566263549976,3245.3139378704013,58552.880201420376,80857.71894633793,682.7899158417608,2700.295789002243,10552.450836204816,10599.652339800925
neutral,2025-02-12,51923.10205463359,1598.040955031588,53521.14300966518,77397.9158603875,575.4209870179094,1187.5932410381392,10599.652339800925,8335.017212076904
neutral,2025-02-13,55253.1690914785,0.0,55253.1690914785,83348.44863465338,0.0,6076.814083360197,8335.017212076904,10713.4360223298
neutral,2025-02-14,46463.77385807654,0.0,46463.77385807654,69263.84395017842,0.0,36029.734828778885,10713.4360223298,10634.428187775962
neutral,2025-02-15,22363.71968161808,711.7234150700524,23075.443096688134,37694.47399525443,309.56832909253353,6141.931374312507,10634.428187775962,9881.432436528028
neutral,2025-02-16,25043.581285701403,131577.64531767875,156621.22660338014,43426.976072839345,32324.234712538804,1494.115882835385,9881.432436528028,5002.470674068603
neutral,2025-02-17,58529.25339197744,0.0,58529.25339197744,87375.65732357063,0.0,7360.110929231943,5002.470674068603,10122.107241533578
neutral,2025-02-18,53112.434921408436,0.0,53112.434921408436,77674.07259823478,0.0,2828.37210154073,10122.107241533578,9600.07838322769
neutral,2025-02-19,50833.48982194705,6090.946269529864,56924.43609147691,77309.35870692108,1311.4266181762575,2026.3376552478665,9600.07838322769,9476.625526046297
neutral,2025-02-20,53692.96464111839,0.0,53692.96464111839,81200.15154882,0.0,5137.269936457455,9476.625526046297,10800.0
neutral,2025-02-21,45523.1465204268,0.0,45523.1465204268,68137.62457882447,0.0,39404.7041646673,10800.0,10601.494463098452
neutral,2025-02-22,21576.548255093167,803.8986806384021,22380.44693573157,36654.07460718424,191.33880831604847,7486.199493400132,10601.494463098452,8856.239888693704
neutral,2025-02-23,24878.058265031348,119322.09092700042,144200.14919203176,43628.27549179527,29052.923154292854,1428.4128016583797,8856.239888693704,4970.123662931108
neutral,2025-02-24,54686.51183175321,0.0,54686.51183175321,82491.64076745059,0.0,6045.405836235265,4970.123662931108,9627.071675478292
neutral,2025-02-25,50786.07451131755,699.3582297679011,51485.43274108545,74700.46684537394,174.96871576860127,4733.239538608081,9627.071675478292,10545.85834980042
neutral,2025-02-26,46106.152536523194,4301.673364518565,50407.82590104176,70020.95794070052,1242.556371410561,1487.4522471848704,10545.85834980042,7872.646769366804
neutral,2025-02-27,50908.9470200255,3484.1882151362097,54393.13523516171,79102.43672961378,723.7629525292657,6010.610713675715,7872.646769366804,10800.0
neutral,2025-02-28,42388.65168556287,0.0,42388.65168556287,62988.40610019675,0.0,36190.42496553957,10800.0,10633.544097029295
neutral,2025-03-01,21171.34021367383,894.1039958325562,22065.444209506386,36002.29174516213,162.73270620137234,9306.638424687873,10633.544097029295,10421.408543643802
neutral,2025-03-02,22227.953061074535,135758.37063046213,157986.32369153667,37912.63925800477,33656.44524835194,1088.3787112024525,10421.408543643802,4870.836112309843
neutral,2025-03-03,56810.48905090376,3912.480104333057,60722.96915523682,85824.03658164018,821.0803152098108,5465.911683091572,4870.836112309843,10238.265140220621
neutral,2025-03-04,53324.58792602793,0.0,53324.58792602793,78052.20298383829,0.0,4993.264643660111,10238.265140220621,10572.057596777504
neutral,2025-03-05,48584.88264384355,0.0,48584.88264384355,74393.54677837002,0.0,4584.627899078035,10572.057596777504,10361.153234557347
neutral,2025-03-06,47527.01988845688,0.0,47527.01988845688,72843.52263084863,0.0,3700.6975214629915,10361.153234557347,9695.659029094344
neutral,2025-03-07,42065.360472990054,0.0,42065.360472990054,64042.66781302316,0.0,38563.455562465024,9695.659029094344,10657.815974778998
neutral,2025-03-08,18692.87154778393,2269.777226573672,20962.6487743576,30622.290283700506,989.2795529879842,9783.617955547255,10657.815974778998,10109.397508102575
neutral,2025-03-09,21859.63210194779,108243.2271854254,130102.8592873732,37505.671650769385,24843.38337246734,939.4192183180268,10109.397508102575,4841.43931619211
neutral,2025-03-10,50453.174980607655,1198.0792636692627,51651.25424427692,76082.02246731395,344.16898793003384,2762.361871051813,4841.43931619211,7094.4367973016015
neutral,2025-03-11,51429.108890207644,356.9119955083333,51786.020885715974,77611.02456481609,73.5021,7604.305107675475,7094.4367973016015,9728.649474242544
neutral,2025-03-12,44011.70212093591,1353.6919823864014,45365.39410332231,67612.37332519292,393.7861915622676,1906.0962574957039,9728.649474242544,9722.117182056303
neutral,2025-03-13,46082.376497773446,9434.80752232579,55517.18402009924,71032.76663888393,2932.0040683655902,3569.390227656102,9722.117182056303,8972.497075030975
neutral,2025-03-14,42692.027058900014,0.0,42692.027058900014,64637.043736323,0.0,43609.58808413846,8972.497075030975,10686.343324682695
neutral,2025-03-15,18317.20225614688,1999.3733896896947,20316.575645836576,30327.333341742058,712.4768683095058,7777.5239588707345,10686.343324682695,9706.433451433983
neutral,2025-03-16,22870.535853735877,104860.9327731171,127731.46862685299,39812.80762256775,24058.457266794336,1619.7480691668047,9706.433451433983,5167.2441865782475
