policy,date,issue_hour,slot,interval,old_kwh,new_kwh,increase_kwh,cancel_kwh,increase_cost,refund,penalty,net_adjustment_cost
mask_011,2025-05-15,12,104,17:10-17:20,878.5225851629862,744.2758078943593,0.0,134.24677726862683,0.0,130.78321041509625,65.39160520754812,-65.39160520754812
mask_011,2025-05-15,12,105,17:20-17:30,894.8010381531183,772.0584553289357,0.0,122.74258282418259,0.0,121.04873518120887,60.524367590604434,-60.524367590604434
mask_011,2025-05-15,12,106,17:30-17:40,971.6859367377663,860.4475483580278,0.0,111.23838837973847,0.0,108.56866705862474,54.28433352931237,-54.28433352931237
mask_011,2025-05-15,12,107,17:40-17:50,939.9239557530639,840.1897618177702,0.0,99.73419393529366,0.0,107.13447112529245,53.567235562646225,-53.567235562646225
mask_011,2025-05-15,12,108,17:50-18:00,761.3004198356758,673.0704203448265,0.0,88.22999949084931,0.0,108.63759837308275,54.318799186541376,-54.318799186541376
mask_011,2025-05-15,12,109,18:00-18:10,726.9025145687247,696.0760355568715,0.0,30.826479011853166,0.0,38.72114028678876,19.36057014339438,-19.36057014339438
mask_011,2025-05-15,12,110,18:10-18:20,748.6113227578821,723.6970631904737,0.0,24.914259567408408,0.0,31.010778883553243,15.505389441776622,-15.505389441776622
mask_011,2025-05-15,12,111,18:20-18:30,755.8115576717191,736.8095175487549,0.0,19.002040122964218,0.0,23.83805933425861,11.919029667129305,-11.919029667129305
mask_011,2025-05-15,12,112,18:30-18:40,778.074763996226,764.9849433177062,0.0,13.0898206785198,0.0,16.391073453642495,8.195536726821247,-8.195536726821247
mask_011,2025-05-15,12,113,18:40-18:50,799.9461848147787,792.7685835807035,0.0,7.177601234075155,0.0,9.245468149612208,4.622734074806104,-4.622734074806104
mask_011,2025-05-15,12,115,19:00-19:10,0.22250763467832257,0.0,0.0,0.22250763467832257,0.0,0.3008970743754956,0.1504485371877478,-0.1504485371877478
mask_011,2025-05-15,12,116,19:10-19:20,9.24088797991169,7.975506190280953,0.0,1.2653817896307373,0.0,1.7013058161585264,0.8506529080792632,-0.8506529080792632
mask_011,2025-05-15,12,118,19:30-19:40,0.3833481055438597,0.0,0.0,0.3833481055438597,0.0,0.5171365943786667,0.25856829718933333,-0.25856829718933333
mask_011,2025-05-15,12,119,19:40-19:50,1.2535874653502788,0.0,0.0,1.2535874653502788,0.0,1.6889583920664306,0.8444791960332153,-0.8444791960332153
mask_011,2025-05-15,12,120,19:50-20:00,10.368868873237602,9.103487083606865,0.0,1.2653817896307373,0.0,1.7059877287801601,0.8529938643900801,-0.8529938643900801
mask_011,2025-05-15,12,121,20:00-20:10,79.2237064374184,77.95832464778766,0.0,1.2653817896307373,0.0,1.7099104123280153,0.8549552061640077,-0.8549552061640077
mask_011,2025-05-15,12,122,20:10-20:20,580.6993054311988,574.9664578989871,0.0,5.732847532211736,0.0,7.682015693163726,3.841007846581863,-3.841007846581863
mask_011,2025-05-15,12,123,20:20-20:30,8.963816262177147,7.69843447254641,0.0,1.2653817896307373,0.0,1.7068734960329015,0.8534367480164508,-0.8534367480164508
mask_011,2025-05-15,12,124,20:30-20:40,1.5177508324043174,0.2523690427735801,0.0,1.2653817896307373,0.0,1.7654606728928046,0.8827303364464023,-0.8827303364464023
mask_011,2025-05-15,12,125,20:40-20:50,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.5470557760025394,0.7735278880012697,-0.7735278880012697
mask_011,2025-05-15,12,126,20:50-21:00,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.1808542860834041,0.5904271430417021,-0.5904271430417021
mask_011,2025-05-15,12,127,21:00-21:10,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.1474482068371528,0.5737241034185764,-0.5737241034185764
mask_011,2025-05-15,12,128,21:10-21:20,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.185789275062964,0.592894637531482,-0.592894637531482
mask_011,2025-05-15,12,129,21:20-21:30,843.966365573625,842.7009837839943,0.0,1.2653817896307373,0.0,1.185789275062964,0.592894637531482,-0.592894637531482
mask_011,2025-05-15,12,130,21:30-21:40,853.6532624332858,852.3878806436551,0.0,1.2653817896307373,0.0,1.2490583645445008,0.6245291822722504,-0.6245291822722504
mask_011,2025-05-15,12,131,21:40-21:50,819.4340591039017,818.168677314271,0.0,1.2653817896307373,0.0,0.9824424214693044,0.4912212107346522,-0.4912212107346522
mask_011,2025-05-15,12,132,21:50-22:00,636.864530488557,635.5991486989262,0.0,1.2653817896307373,0.0,0.5325991952555773,0.26629959762778865,-0.26629959762778865
mask_011,2025-05-15,12,133,22:00-22:10,633.6280358045481,632.3626540149173,0.0,1.2653817896307373,0.0,0.48831083261850156,0.24415541630925078,-0.24415541630925078
mask_011,2025-05-15,12,134,22:10-22:20,636.3608241226883,635.0954423330576,0.0,1.2653817896307373,0.0,0.5527187657107061,0.27635938285535305,-0.27635938285535305
mask_011,2025-05-15,12,135,22:20-22:30,636.3608241226883,635.0954423330576,0.0,1.2653817896307373,0.0,0.5312072752869835,0.26560363764349176,-0.26560363764349176
mask_011,2025-05-15,12,136,22:30-22:40,636.0738467309218,634.808464941291,0.0,1.2653817896307373,0.0,0.5296888171394267,0.26484440856971336,-0.26484440856971336
mask_011,2025-05-15,12,137,22:40-22:50,636.1625770148457,634.897195225215,0.0,1.2653817896307373,0.0,0.5366484169823956,0.2683242084911978,-0.2683242084911978
mask_011,2025-05-15,12,138,22:50-23:00,635.2487784766008,633.9833966869701,0.0,1.2653817896307373,0.0,0.5361422642665434,0.2680711321332717,-0.2680711321332717
mask_011,2025-05-15,12,139,23:00-23:10,636.5527057900715,635.2873240004408,0.0,1.2653817896307373,0.0,0.5375341842351372,0.2687670921175686,-0.2687670921175686
mask_011,2025-05-15,12,140,23:10-23:20,636.2103485064326,634.9449667168019,0.0,1.2653817896307373,0.0,0.5365218788034326,0.2682609394017163,-0.2682609394017163
mask_011,2025-05-15,12,141,23:20-23:30,635.0983028603451,633.8329210707144,0.0,1.2653817896307373,0.0,0.5339911152241711,0.26699555761208554,-0.26699555761208554
mask_011,2025-05-15,12,142,23:30-23:40,638.6531571041568,637.387775314526,0.0,1.2653817896307373,0.0,0.5365218788034326,0.2682609394017163,-0.2682609394017163
mask_011,2025-05-15,12,143,23:40-23:50,599.5085078891033,598.2431260994725,0.0,1.2653817896307373,0.0,0.5404445623512879,0.27022228117564395,-0.27022228117564395
mask_011,2025-05-15,12,144,23:50-24:00,494.6440974960076,493.37871570637685,0.0,1.2653817896307373,0.0,0.5410772532461032,0.2705386266230516,-0.2705386266230516
mask_110,2025-05-15,12,73,12:00-12:10,315.6246501860285,253.38604363101103,0.0,62.23860655501744,0.0,27.453449351418193,13.726724675709097,-13.726724675709097
mask_110,2025-05-15,12,74,12:10-12:20,38.71211011303495,0.0,0.0,38.71211011303495,0.0,17.617881312442208,8.808940656221104,-8.808940656221104
mask_110,2025-05-15,12,75,12:20-12:30,398.3259680263584,0.0,0.0,398.3259680263584,0.0,177.77287953016375,88.88643976508187,-88.88643976508187
mask_110,2025-05-15,12,90,14:50-15:00,247.11121145853545,72.1334119676862,0.0,174.97779949084924,0.0,117.13013897917448,58.56506948958724,-58.56506948958724
mask_110,2025-05-15,12,91,15:00-15:10,974.6335146392234,179.34768140975473,0.0,795.2858332294687,0.0,524.8886499314494,262.4443249657247,-262.4443249657247
mask_110,2025-05-15,12,92,15:10-15:20,320.10944634927364,175.38962463620203,0.0,144.7198217130716,0.0,104.44429533032378,52.22214766516189,-52.22214766516189
mask_110,2025-05-15,12,93,15:20-15:30,355.0675592224364,225.47672639825376,0.0,129.59083282418263,0.0,94.70498062791266,47.35249031395633,-47.35249031395633
mask_110,2025-05-15,12,94,15:30-15:40,396.5119632130789,282.05011927778526,0.0,114.46184393529364,0.0,86.23555322085022,43.11777661042511,-43.11777661042511
mask_110,2025-05-15,12,95,15:40-15:50,440.6374149749686,341.30455992856355,0.0,99.33285504640503,0.0,77.70809250280266,38.85404625140133,-38.85404625140133
mask_110,2025-05-15,12,96,15:50-16:00,480.10265147587535,395.8987853183594,0.0,84.20386615751596,0.0,67.82621418987911,33.913107094939555,-33.913107094939555
mask_110,2025-05-15,12,97,16:00-16:10,534.8351173922565,438.4560345680736,0.0,96.37908282418289,0.0,79.71513940388166,39.85756970194083,-39.85756970194083
mask_110,2025-05-15,12,98,16:10-16:20,588.2423081435622,479.68800865271334,0.0,108.5542994908489,0.0,92.47740773625418,46.23870386812709,-46.23870386812709
mask_110,2025-05-15,12,99,16:20-16:30,641.3112732565052,520.5817570989892,0.0,120.72951615751595,0.0,106.13331765407227,53.066658827036136,-53.066658827036136
mask_110,2025-05-15,12,100,16:30-16:40,693.01468005627,560.109947232087,0.0,132.90473282418293,0.0,119.93323090054267,59.966615450271334,-59.966615450271334
mask_110,2025-05-15,12,101,16:40-16:50,753.2390245472653,608.1590750564162,0.0,145.07994949084912,0.0,132.93675771846506,66.46837885923253,-66.46837885923253
mask_110,2025-05-15,12,102,16:50-17:00,811.6701299752042,654.4149638176883,0.0,157.25516615751587,0.0,145.68118592832272,72.84059296416136,-72.84059296416136
mask_110,2025-05-15,12,103,17:00-17:10,865.7895291588284,720.0385574457566,0.0,145.75097171307175,0.0,137.9095694349085,68.95478471745425,-68.95478471745425
mask_110,2025-05-15,12,104,17:10-17:20,878.5225851629862,744.2758078943593,0.0,134.24677726862683,0.0,130.78321041509625,65.39160520754812,-65.39160520754812
mask_110,2025-05-15,12,105,17:20-17:30,894.8010381531183,772.0584553289357,0.0,122.74258282418259,0.0,121.04873518120887,60.524367590604434,-60.524367590604434
mask_110,2025-05-15,12,106,17:30-17:40,971.6859367377663,860.4475483580278,0.0,111.23838837973847,0.0,108.56866705862474,54.28433352931237,-54.28433352931237
mask_110,2025-05-15,12,107,17:40-17:50,939.9239557530639,840.1897618177702,0.0,99.73419393529366,0.0,107.13447112529245,53.567235562646225,-53.567235562646225
mask_110,2025-05-15,12,108,17:50-18:00,761.3004198356758,673.0704203448265,0.0,88.22999949084931,0.0,108.63759837308275,54.318799186541376,-54.318799186541376
mask_110,2025-05-15,12,109,18:00-18:10,726.9025145687247,696.0760355568715,0.0,30.826479011853166,0.0,38.72114028678876,19.36057014339438,-19.36057014339438
mask_110,2025-05-15,12,110,18:10-18:20,748.6113227578821,723.6970631904737,0.0,24.914259567408408,0.0,31.010778883553243,15.505389441776622,-15.505389441776622
mask_110,2025-05-15,12,111,18:20-18:30,755.8115576717191,736.8095175487549,0.0,19.002040122964218,0.0,23.83805933425861,11.919029667129305,-11.919029667129305
mask_110,2025-05-15,12,112,18:30-18:40,778.074763996226,764.9849433177062,0.0,13.0898206785198,0.0,16.391073453642495,8.195536726821247,-8.195536726821247
mask_110,2025-05-15,12,113,18:40-18:50,799.9461848147787,792.7685835807035,0.0,7.177601234075155,0.0,9.245468149612208,4.622734074806104,-4.622734074806104
mask_110,2025-05-15,12,115,19:00-19:10,0.22250763467832257,0.0,0.0,0.22250763467832257,0.0,0.3008970743754956,0.1504485371877478,-0.1504485371877478
mask_110,2025-05-15,12,116,19:10-19:20,9.24088797991169,7.975506190280953,0.0,1.2653817896307373,0.0,1.7013058161585264,0.8506529080792632,-0.8506529080792632
mask_110,2025-05-15,12,118,19:30-19:40,0.3833481055438597,0.0,0.0,0.3833481055438597,0.0,0.5171365943786667,0.25856829718933333,-0.25856829718933333
mask_110,2025-05-15,12,119,19:40-19:50,1.2535874653502788,0.0,0.0,1.2535874653502788,0.0,1.6889583920664306,0.8444791960332153,-0.8444791960332153
mask_110,2025-05-15,12,120,19:50-20:00,10.368868873237602,9.103487083606865,0.0,1.2653817896307373,0.0,1.7059877287801601,0.8529938643900801,-0.8529938643900801
mask_110,2025-05-15,12,121,20:00-20:10,79.2237064374184,77.95832464778766,0.0,1.2653817896307373,0.0,1.7099104123280153,0.8549552061640077,-0.8549552061640077
mask_110,2025-05-15,12,122,20:10-20:20,580.6993054311988,574.9664578989871,0.0,5.732847532211736,0.0,7.682015693163726,3.841007846581863,-3.841007846581863
mask_110,2025-05-15,12,123,20:20-20:30,8.963816262177147,7.69843447254641,0.0,1.2653817896307373,0.0,1.7068734960329015,0.8534367480164508,-0.8534367480164508
mask_110,2025-05-15,12,124,20:30-20:40,1.5177508324043174,0.2523690427735801,0.0,1.2653817896307373,0.0,1.7654606728928046,0.8827303364464023,-0.8827303364464023
mask_110,2025-05-15,12,125,20:40-20:50,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.5470557760025394,0.7735278880012697,-0.7735278880012697
mask_110,2025-05-15,12,126,20:50-21:00,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.1808542860834041,0.5904271430417021,-0.5904271430417021
mask_110,2025-05-15,12,127,21:00-21:10,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.1474482068371528,0.5737241034185764,-0.5737241034185764
mask_110,2025-05-15,12,128,21:10-21:20,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.185789275062964,0.592894637531482,-0.592894637531482
mask_110,2025-05-15,12,129,21:20-21:30,843.966365573625,842.7009837839943,0.0,1.2653817896307373,0.0,1.185789275062964,0.592894637531482,-0.592894637531482
mask_110,2025-05-15,12,130,21:30-21:40,853.6532624332858,852.3878806436551,0.0,1.2653817896307373,0.0,1.2490583645445008,0.6245291822722504,-0.6245291822722504
mask_110,2025-05-15,12,131,21:40-21:50,819.4340591039017,818.168677314271,0.0,1.2653817896307373,0.0,0.9824424214693044,0.4912212107346522,-0.4912212107346522
mask_110,2025-05-15,12,132,21:50-22:00,636.864530488557,635.5991486989262,0.0,1.2653817896307373,0.0,0.5325991952555773,0.26629959762778865,-0.26629959762778865
mask_110,2025-05-15,12,133,22:00-22:10,633.6280358045481,632.3626540149173,0.0,1.2653817896307373,0.0,0.48831083261850156,0.24415541630925078,-0.24415541630925078
mask_110,2025-05-15,12,134,22:10-22:20,636.3608241226883,635.0954423330576,0.0,1.2653817896307373,0.0,0.5527187657107061,0.27635938285535305,-0.27635938285535305
mask_110,2025-05-15,12,135,22:20-22:30,636.3608241226883,635.0954423330576,0.0,1.2653817896307373,0.0,0.5312072752869835,0.26560363764349176,-0.26560363764349176
mask_110,2025-05-15,12,136,22:30-22:40,636.0738467309218,634.808464941291,0.0,1.2653817896307373,0.0,0.5296888171394267,0.26484440856971336,-0.26484440856971336
mask_110,2025-05-15,12,137,22:40-22:50,636.1625770148457,634.897195225215,0.0,1.2653817896307373,0.0,0.5366484169823956,0.2683242084911978,-0.2683242084911978
mask_110,2025-05-15,12,138,22:50-23:00,635.2487784766008,633.9833966869701,0.0,1.2653817896307373,0.0,0.5361422642665434,0.2680711321332717,-0.2680711321332717
mask_110,2025-05-15,12,139,23:00-23:10,636.5527057900715,635.2873240004408,0.0,1.2653817896307373,0.0,0.5375341842351372,0.2687670921175686,-0.2687670921175686
mask_110,2025-05-15,12,140,23:10-23:20,636.2103485064326,634.9449667168019,0.0,1.2653817896307373,0.0,0.5365218788034326,0.2682609394017163,-0.2682609394017163
mask_110,2025-05-15,12,141,23:20-23:30,635.0983028603451,633.8329210707144,0.0,1.2653817896307373,0.0,0.5339911152241711,0.26699555761208554,-0.26699555761208554
mask_110,2025-05-15,12,142,23:30-23:40,638.6531571041568,637.387775314526,0.0,1.2653817896307373,0.0,0.5365218788034326,0.2682609394017163,-0.2682609394017163
mask_110,2025-05-15,12,143,23:40-23:50,599.5085078891033,598.2431260994725,0.0,1.2653817896307373,0.0,0.5404445623512879,0.27022228117564395,-0.27022228117564395
mask_110,2025-05-15,12,144,23:50-24:00,494.6440974960076,493.37871570637685,0.0,1.2653817896307373,0.0,0.5410772532461032,0.2705386266230516,-0.2705386266230516
mask_111,2025-05-15,12,73,12:00-12:10,315.6246501860285,253.38604363101103,0.0,62.23860655501744,0.0,27.453449351418193,13.726724675709097,-13.726724675709097
mask_111,2025-05-15,12,74,12:10-12:20,38.71211011303495,0.0,0.0,38.71211011303495,0.0,17.617881312442208,8.808940656221104,-8.808940656221104
mask_111,2025-05-15,12,75,12:20-12:30,398.3259680263584,0.0,0.0,398.3259680263584,0.0,177.77287953016375,88.88643976508187,-88.88643976508187
mask_111,2025-05-15,12,90,14:50-15:00,247.11121145853545,72.1334119676862,0.0,174.97779949084924,0.0,117.13013897917448,58.56506948958724,-58.56506948958724
mask_111,2025-05-15,12,91,15:00-15:10,974.6335146392234,179.34768140975473,0.0,795.2858332294687,0.0,524.8886499314494,262.4443249657247,-262.4443249657247
mask_111,2025-05-15,12,92,15:10-15:20,320.10944634927364,175.38962463620203,0.0,144.7198217130716,0.0,104.44429533032378,52.22214766516189,-52.22214766516189
mask_111,2025-05-15,12,93,15:20-15:30,355.0675592224364,225.47672639825376,0.0,129.59083282418263,0.0,94.70498062791266,47.35249031395633,-47.35249031395633
mask_111,2025-05-15,12,94,15:30-15:40,396.5119632130789,282.05011927778526,0.0,114.46184393529364,0.0,86.23555322085022,43.11777661042511,-43.11777661042511
mask_111,2025-05-15,12,95,15:40-15:50,440.6374149749686,341.30455992856355,0.0,99.33285504640503,0.0,77.70809250280266,38.85404625140133,-38.85404625140133
mask_111,2025-05-15,12,96,15:50-16:00,480.10265147587535,395.8987853183594,0.0,84.20386615751596,0.0,67.82621418987911,33.913107094939555,-33.913107094939555
mask_111,2025-05-15,12,97,16:00-16:10,534.8351173922565,438.4560345680736,0.0,96.37908282418289,0.0,79.71513940388166,39.85756970194083,-39.85756970194083
mask_111,2025-05-15,12,98,16:10-16:20,588.2423081435622,479.68800865271334,0.0,108.5542994908489,0.0,92.47740773625418,46.23870386812709,-46.23870386812709
mask_111,2025-05-15,12,99,16:20-16:30,641.3112732565052,520.5817570989892,0.0,120.72951615751595,0.0,106.13331765407227,53.066658827036136,-53.066658827036136
mask_111,2025-05-15,12,100,16:30-16:40,693.01468005627,560.109947232087,0.0,132.90473282418293,0.0,119.93323090054267,59.966615450271334,-59.966615450271334
mask_111,2025-05-15,12,101,16:40-16:50,753.2390245472653,608.1590750564162,0.0,145.07994949084912,0.0,132.93675771846506,66.46837885923253,-66.46837885923253
mask_111,2025-05-15,12,102,16:50-17:00,811.6701299752042,654.4149638176883,0.0,157.25516615751587,0.0,145.68118592832272,72.84059296416136,-72.84059296416136
mask_111,2025-05-15,12,103,17:00-17:10,865.7895291588284,720.0385574457566,0.0,145.75097171307175,0.0,137.9095694349085,68.95478471745425,-68.95478471745425
mask_111,2025-05-15,12,104,17:10-17:20,878.5225851629862,744.2758078943593,0.0,134.24677726862683,0.0,130.78321041509625,65.39160520754812,-65.39160520754812
mask_111,2025-05-15,12,105,17:20-17:30,894.8010381531183,772.0584553289357,0.0,122.74258282418259,0.0,121.04873518120887,60.524367590604434,-60.524367590604434
mask_111,2025-05-15,12,106,17:30-17:40,971.6859367377663,860.4475483580278,0.0,111.23838837973847,0.0,108.56866705862474,54.28433352931237,-54.28433352931237
mask_111,2025-05-15,12,107,17:40-17:50,939.9239557530639,840.1897618177702,0.0,99.73419393529366,0.0,107.13447112529245,53.567235562646225,-53.567235562646225
mask_111,2025-05-15,12,108,17:50-18:00,761.3004198356758,673.0704203448265,0.0,88.22999949084931,0.0,108.63759837308275,54.318799186541376,-54.318799186541376
mask_111,2025-05-15,12,109,18:00-18:10,726.9025145687247,696.0760355568715,0.0,30.826479011853166,0.0,38.72114028678876,19.36057014339438,-19.36057014339438
mask_111,2025-05-15,12,110,18:10-18:20,748.6113227578821,723.6970631904737,0.0,24.914259567408408,0.0,31.010778883553243,15.505389441776622,-15.505389441776622
mask_111,2025-05-15,12,111,18:20-18:30,755.8115576717191,736.8095175487549,0.0,19.002040122964218,0.0,23.83805933425861,11.919029667129305,-11.919029667129305
mask_111,2025-05-15,12,112,18:30-18:40,778.074763996226,764.9849433177062,0.0,13.0898206785198,0.0,16.391073453642495,8.195536726821247,-8.195536726821247
mask_111,2025-05-15,12,113,18:40-18:50,799.9461848147787,792.7685835807035,0.0,7.177601234075155,0.0,9.245468149612208,4.622734074806104,-4.622734074806104
mask_111,2025-05-15,12,115,19:00-19:10,0.22250763467832257,0.0,0.0,0.22250763467832257,0.0,0.3008970743754956,0.1504485371877478,-0.1504485371877478
mask_111,2025-05-15,12,116,19:10-19:20,9.24088797991169,7.975506190280953,0.0,1.2653817896307373,0.0,1.7013058161585264,0.8506529080792632,-0.8506529080792632
mask_111,2025-05-15,12,118,19:30-19:40,0.3833481055438597,0.0,0.0,0.3833481055438597,0.0,0.5171365943786667,0.25856829718933333,-0.25856829718933333
mask_111,2025-05-15,12,119,19:40-19:50,1.2535874653502788,0.0,0.0,1.2535874653502788,0.0,1.6889583920664306,0.8444791960332153,-0.8444791960332153
mask_111,2025-05-15,12,120,19:50-20:00,10.368868873237602,9.103487083606865,0.0,1.2653817896307373,0.0,1.7059877287801601,0.8529938643900801,-0.8529938643900801
mask_111,2025-05-15,12,121,20:00-20:10,79.2237064374184,77.95832464778766,0.0,1.2653817896307373,0.0,1.7099104123280153,0.8549552061640077,-0.8549552061640077
mask_111,2025-05-15,12,122,20:10-20:20,580.6993054311988,574.9664578989871,0.0,5.732847532211736,0.0,7.682015693163726,3.841007846581863,-3.841007846581863
mask_111,2025-05-15,12,123,20:20-20:30,8.963816262177147,7.69843447254641,0.0,1.2653817896307373,0.0,1.7068734960329015,0.8534367480164508,-0.8534367480164508
mask_111,2025-05-15,12,124,20:30-20:40,1.5177508324043174,0.2523690427735801,0.0,1.2653817896307373,0.0,1.7654606728928046,0.8827303364464023,-0.8827303364464023
mask_111,2025-05-15,12,125,20:40-20:50,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.5470557760025394,0.7735278880012697,-0.7735278880012697
mask_111,2025-05-15,12,126,20:50-21:00,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.1808542860834041,0.5904271430417021,-0.5904271430417021
mask_111,2025-05-15,12,127,21:00-21:10,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.1474482068371528,0.5737241034185764,-0.5737241034185764
mask_111,2025-05-15,12,128,21:10-21:20,834.8510841657377,833.585702376107,0.0,1.2653817896307373,0.0,1.185789275062964,0.592894637531482,-0.592894637531482
mask_111,2025-05-15,12,129,21:20-21:30,843.966365573625,842.7009837839943,0.0,1.2653817896307373,0.0,1.185789275062964,0.592894637531482,-0.592894637531482
mask_111,2025-05-15,12,130,21:30-21:40,853.6532624332858,852.3878806436551,0.0,1.2653817896307373,0.0,1.2490583645445008,0.6245291822722504,-0.6245291822722504
mask_111,2025-05-15,12,131,21:40-21:50,819.4340591039017,818.168677314271,0.0,1.2653817896307373,0.0,0.9824424214693044,0.4912212107346522,-0.4912212107346522
mask_111,2025-05-15,12,132,21:50-22:00,636.864530488557,635.5991486989262,0.0,1.2653817896307373,0.0,0.5325991952555773,0.26629959762778865,-0.26629959762778865
mask_111,2025-05-15,12,133,22:00-22:10,633.6280358045481,632.3626540149173,0.0,1.2653817896307373,0.0,0.48831083261850156,0.24415541630925078,-0.24415541630925078
mask_111,2025-05-15,12,134,22:10-22:20,636.3608241226883,635.0954423330576,0.0,1.2653817896307373,0.0,0.5527187657107061,0.27635938285535305,-0.27635938285535305
mask_111,2025-05-15,12,135,22:20-22:30,636.3608241226883,635.0954423330576,0.0,1.2653817896307373,0.0,0.5312072752869835,0.26560363764349176,-0.26560363764349176
mask_111,2025-05-15,12,136,22:30-22:40,636.0738467309218,634.808464941291,0.0,1.2653817896307373,0.0,0.5296888171394267,0.26484440856971336,-0.26484440856971336
mask_111,2025-05-15,12,137,22:40-22:50,636.1625770148457,634.897195225215,0.0,1.2653817896307373,0.0,0.5366484169823956,0.2683242084911978,-0.2683242084911978
mask_111,2025-05-15,12,138,22:50-23:00,635.2487784766008,633.9833966869701,0.0,1.2653817896307373,0.0,0.5361422642665434,0.2680711321332717,-0.2680711321332717
mask_111,2025-05-15,12,139,23:00-23:10,636.5527057900715,635.2873240004408,0.0,1.2653817896307373,0.0,0.5375341842351372,0.2687670921175686,-0.2687670921175686
mask_111,2025-05-15,12,140,23:10-23:20,636.2103485064326,634.9449667168019,0.0,1.2653817896307373,0.0,0.5365218788034326,0.2682609394017163,-0.2682609394017163
mask_111,2025-05-15,12,141,23:20-23:30,635.0983028603451,633.8329210707144,0.0,1.2653817896307373,0.0,0.5339911152241711,0.26699555761208554,-0.26699555761208554
mask_111,2025-05-15,12,142,23:30-23:40,638.6531571041568,637.387775314526,0.0,1.2653817896307373,0.0,0.5365218788034326,0.2682609394017163,-0.2682609394017163
mask_111,2025-05-15,12,143,23:40-23:50,599.5085078891033,598.2431260994725,0.0,1.2653817896307373,0.0,0.5404445623512879,0.27022228117564395,-0.27022228117564395
mask_111,2025-05-15,12,144,23:50-24:00,494.6440974960076,493.37871570637685,0.0,1.2653817896307373,0.0,0.5410772532461032,0.2705386266230516,-0.2705386266230516
mask_001,2025-05-16,6,97,16:00-16:10,11.709227914109523,0.0,0.0,11.709227914109523,0.0,9.684702407759985,4.842351203879993,-4.842351203879993
mask_001,2025-05-16,6,98,16:10-16:20,54.91873596888732,0.0,0.0,54.91873596888732,0.0,46.785271171895104,23.392635585947552,-23.392635585947552
mask_001,2025-05-16,6,99,16:20-16:30,102.04423904862126,8.383644772877705,0.0,93.66059427574356,0.0,82.33702842780616,41.16851421390308,-41.16851421390308
mask_001,2025-05-16,6,100,16:30-16:40,155.1786613896639,73.35181155836428,0.0,81.82684983129961,0.0,73.84054928776477,36.92027464388239,-36.92027464388239
mask_001,2025-05-16,6,101,16:40-16:50,185.57948622705013,115.58638084019603,0.0,69.9931053868541,0.0,64.13468246597441,32.067341232987204,-32.067341232987204
mask_001,2025-05-16,6,102,16:50-17:00,165.55808753129386,107.39872658888363,0.0,58.15936094241023,0.0,53.87883197704884,26.93941598852442,-26.93941598852442
mask_001,2025-05-16,6,103,17:00-17:10,213.57169828912976,152.89179290227457,0.0,60.67990538685518,0.0,57.41532647704238,28.70766323852119,-28.70766323852119
mask_001,2025-05-16,6,104,17:10-17:20,267.12257328559986,203.92212345430121,0.0,63.20044983129864,0.0,61.56987822565113,30.784939112825565,-30.784939112825565
mask_001,2025-05-16,6,105,17:20-17:30,310.2480715887122,244.5270773129686,0.0,65.7209942757436,0.0,64.81404455473835,32.40702227736917,-32.40702227736917
mask_001,2025-05-16,6,106,17:30-17:40,328.3595713016477,260.11803258145915,0.0,68.24153872018854,0.0,66.60374179090401,33.301870895452005,-33.301870895452005
mask_001,2025-05-16,6,107,17:40-17:50,379.41783669583043,308.6557535311984,0.0,70.76208316463203,0.0,76.01262973544773,38.006314867723866,-38.006314867723866
mask_001,2025-05-16,6,108,17:50-18:00,391.3822599568466,215.48692391346773,0.0,175.89533604337888,0.0,216.5799272702124,108.2899636351062,-108.2899636351062
mask_001,2025-05-16,6,125,20:40-20:50,583.8993908481071,583.4249273001301,0.0,0.47446354797705226,0.0,0.580079133756744,0.290039566878372,-0.290039566878372
mask_001,2025-05-16,6,126,20:50-21:00,584.803671010664,584.3292074626869,0.0,0.47446354797705226,0.0,0.44276938297218515,0.22138469148609258,-0.22138469148609258
mask_001,2025-05-16,6,127,21:00-21:10,572.7725912538067,572.2981277058298,0.0,0.47446354797693857,0.0,0.4302435453054879,0.21512177265274396,-0.21512177265274396
mask_001,2025-05-16,6,128,21:10-21:20,570.7378824664593,570.2634189184822,0.0,0.47446354797705226,0.0,0.4446197908092957,0.22230989540464785,-0.22230989540464785
mask_001,2025-05-16,6,129,21:20-21:30,572.2411823025246,571.7667187545476,0.0,0.47446354797705226,0.0,0.4446197908092957,0.22230989540464785,-0.22230989540464785
