policy,date,initial_cost,increase_cost,cancellation_refund,cancellation_penalty,adjustment_net,emergency_cost,total_cost,initial_kwh,effective_kwh,increase_kwh,cancel_kwh,emergency_kwh,start_kwh,end_kwh
mask_000,2025-04-16,37219.891779107274,0.0,0.0,0.0,0.0,3.5746014148685384e-11,37219.89177910731,63233.14349990625,63233.14349990625,0.0,0.0,8.456402245116124e-12,1615.7152606199115,1518.658823783195
mask_001,2025-04-16,37282.31160159808,1950.6281184719187,922.5488598270541,461.27442991352706,1489.3536885583917,2.6245293383020396e-11,38771.6652901565,63377.93547970399,63403.3477987047,1744.0891703625184,1718.6768513618194,6.070532965196662e-12,1485.4024788019442,1390.9714588709578
mask_010,2025-04-16,37290.34161301801,331.5321706317837,1200.0876781331483,600.0438390665742,-268.5116684347905,2.960320155676044e-11,37021.82994458325,63396.56227492535,61053.27380601026,302.6889610699509,2645.977429985046,6.812383990251192e-12,1468.6383631027159,1389.9806395115477
mask_011,2025-04-16,37166.86517729446,1950.6281184719187,2667.2177060000245,1333.6088530000122,617.0192654719065,2.88816427440608e-11,37783.88444276639,63110.14048015953,60309.00396695824,1744.0891703625184,4545.225683563815,6.721789791441779e-12,1726.4179783919592,1267.547953025932
mask_100,2025-04-16,37290.23189262648,0.0,0.0,0.0,0.0,3.5746014148685384e-11,37290.231892626514,63396.307762302924,63396.307762302924,0.0,0.0,8.456402245116124e-12,1468.867424462905,1518.658823783195
mask_101,2025-04-16,37282.31160159808,1950.6281184719187,922.5488598270541,461.27442991352706,1489.3536885583917,2.6245293383020396e-11,38771.6652901565,63377.93547970399,63403.3477987047,1744.0891703625184,1718.6768513618194,6.070532965196662e-12,1485.4024788019442,1390.9714588709578
mask_110,2025-04-16,37290.23189262648,331.5321706317837,1200.0876781331483,600.0438390665742,-268.5116684347905,2.960320155676044e-11,37021.72022419172,63396.307762302924,61053.01929338783,302.6889610699509,2645.977429985046,6.812383990251192e-12,1468.867424462905,1389.9806395115477
mask_111,2025-04-16,37166.86517729446,1950.6281184719187,2667.2177060000245,1333.6088530000122,617.0192654719065,2.88816427440608e-11,37783.88444276639,63110.14048015953,60309.00396695824,1744.0891703625184,4545.225683563815,6.721789791441779e-12,1726.4179783919592,1267.547953025932
forecast_only,2025-04-16,37219.891779107274,0.0,0.0,0.0,0.0,236.4914216682231,37456.3832007755,63233.14349990625,63233.14349990625,0.0,0.0,66.40815786212838,1615.7152606199115,1592.4456658522179
mask_000,2025-04-17,34699.40706843127,0.0,0.0,0.0,0.0,2216.4182089692617,36915.82527740053,56744.32040760224,56744.32040760224,0.0,0.0,345.0367277178193,1518.658823783195,1727.141259776812
mask_001,2025-04-17,34760.56931622423,2132.3636569913956,136.56590878600738,68.28295439300369,2064.080702598392,2.1119267612501605e-11,36824.65001882265,56886.195257504725,59811.09634648536,3149.1546092703175,224.25352028967706,4.925060359539657e-12,1390.9714588709578,1679.4849300449139
mask_010,2025-04-17,34761.04391869739,336.1290418195686,137.5587071256604,68.7793535628302,267.34968825673843,2.1076588196944357e-11,35028.39360695415,56887.29616790407,57174.163583958536,512.7512006215527,225.88378456708,4.903299988257004e-12,1389.9806395115477,1542.7499856695263
mask_011,2025-04-17,34819.68917552399,2384.824908776879,1205.9220818505844,602.9610409252922,1781.8638678515867,2.7371297700584663e-11,36601.55304337561,57023.33248622142,58519.62538847071,3427.9508899275334,1931.6579876782391,6.098843652324604e-12,1267.547953025932,1871.574900904455
mask_100,2025-04-17,34699.40706843127,485.89040387439445,136.56590878600738,68.28295439300369,417.60744948139074,544.8884288073041,35661.902946719965,56744.32040760224,56771.543430994156,251.47654368159533,224.25352028967706,93.56018403622426,1518.658823783195,1519.6997304374297
mask_101,2025-04-17,34760.56931622423,2132.3636569913956,136.56590878600738,68.28295439300369,2064.080702598392,2.1119267612501605e-11,36824.65001882265,56886.195257504725,59811.09634648536,3149.1546092703175,224.25352028967706,4.925060359539657e-12,1390.9714588709578,1679.4849300449139
mask_110,2025-04-17,34761.04391869739,336.1290418195686,137.5587071256604,68.7793535628302,267.34968825673843,2.1076588196944357e-11,35028.39360695415,56887.29616790407,57174.163583958536,512.7512006215527,225.88378456708,4.903299988257004e-12,1389.9806395115477,1542.7499856695263
mask_111,2025-04-17,34819.68917552399,2384.824908776879,1205.9220818505844,602.9610409252922,1781.8638678515867,2.7371297700584663e-11,36601.55304337561,57023.33248622142,58519.62538847071,3427.9508899275334,1931.6579876782391,6.098843652324604e-12,1267.547953025932,1871.574900904455
forecast_only,2025-04-17,34664.06317108021,0.0,0.0,0.0,0.0,2717.374439914734,37381.437610994944,56662.33502752554,56662.33502752554,0.0,0.0,715.9162552575009,1592.4456658522179,1886.9264593842963
mask_000,2025-04-18,13870.752858461887,0.0,0.0,0.0,0.0,1.5279788281863382e-11,13870.752858461901,27558.977592864336,27558.977592864336,0.0,0.0,2.655299591314275e-12,1727.141259776812,2322.4486102241576
mask_001,2025-04-18,13893.246646095342,0.0,784.1292333330767,392.06461666653837,-392.06461666653837,2.015757889772818e-11,13501.182029428825,27611.929070344224,26708.736903824247,0.0,903.1921665199793,3.4226857459351834e-12,1679.4849300449139,1775.4519802601262
mask_010,2025-04-18,13957.899335809925,0.0,645.548691716506,322.774345858253,-322.774345858253,2.0089118105137693e-11,13635.124989951693,27763.85678631688,27005.51390562232,0.0,758.3428806945586,3.428014816453384e-12,1542.7499856695263,1813.374767551727
mask_011,2025-04-18,13802.58017984964,208.77773775285988,784.6877790577513,392.34388952887565,-183.56615177601572,2.0089118105137693e-11,13619.014028073645,27398.495769389177,26640.22074596891,146.16714552077013,904.4421689410424,3.428014816453384e-12,1871.574900904455,1813.374767551727
mask_100,2025-04-18,13968.83284020835,0.0,490.9977564797826,245.4988782398913,-245.4988782398913,1.5279788281863382e-11,13723.333961968472,27789.468181019205,27200.741368683197,0.0,588.7268123360086,2.655299591314275e-12,1519.6997304374297,1713.1536583666257
mask_101,2025-04-18,13893.246646095342,0.0,784.1292333330767,392.06461666653837,-392.06461666653837,2.015757889772818e-11,13501.182029428825,27611.929070344224,26708.736903824247,0.0,903.1921665199793,3.4226857459351834e-12,1679.4849300449139,1775.4519802601262
mask_110,2025-04-18,13957.899335809925,0.0,645.548691716506,322.774345858253,-322.774345858253,2.0089118105137693e-11,13635.124989951693,27763.85678631688,27005.51390562232,0.0,758.3428806945586,3.428014816453384e-12,1542.7499856695263,1813.374767551727
mask_111,2025-04-18,13802.58017984964,208.77773775285988,784.6877790577513,392.34388952887565,-183.56615177601572,2.0089118105137693e-11,13619.014028073645,27398.495769389177,26640.22074596891,146.16714552077013,904.4421689410424,3.428014816453384e-12,1871.574900904455,1813.374767551727
forecast_only,2025-04-18,13795.334244247155,0.0,0.0,0.0,0.0,1.5279788281863382e-11,13795.33424424717,27381.438482189355,27381.438482189355,0.0,0.0,2.655299591314275e-12,1886.9264593842963,2322.4486102241576
mask_000,2025-04-19,13172.82541229671,0.0,0.0,0.0,0.0,1.2476614852374723e-11,13172.825412296723,26651.15990369701,26651.15990369701,0.0,0.0,2.3989699116100383e-12,2322.4486102241576,1975.222078609813
mask_001,2025-04-19,13431.124686932179,0.0,689.701073056298,344.850536528149,-344.850536528149,592.105484382001,13678.37963478603,27258.93393699038,26462.233659742476,0.0,796.7002772479009,131.7692411484561,1775.4519802601262,1388.9073927473094
mask_010,2025-04-19,13413.136644826864,93.17545691983142,71.61603420860737,35.80801710430369,57.36743981552773,1.2406782712304221e-11,13470.504084642404,27216.797506666375,27128.007192040568,71.48343234423733,160.27374697004382,2.3669954885008337e-12,1813.374767551727,1823.7252273071763
mask_011,2025-04-19,13413.136644826864,993.057300527244,690.2596187809725,345.12980939048623,647.9274911367578,9.24251253309194e-12,14061.06413596363,27216.797506666375,27119.374474479337,700.5272474819251,797.9502796689636,1.708855279503041e-12,1813.374767551727,1605.2944084409378
mask_100,2025-04-19,13460.674857616996,0.0,334.74443342766006,167.37221671383003,-167.37221671383003,1.286524975441239e-11,13293.302640903177,27328.154294649823,26899.302584329133,0.0,428.85171032068973,2.5126567493316543e-12,1713.1536583666257,1534.689834758618
mask_101,2025-04-19,13431.124686932179,389.37162239409827,689.701073056298,344.850536528149,44.52108586594926,1.635087087947795e-11,13475.645772798145,27258.93393699038,26725.20709870111,262.97343895863185,796.7002772479009,3.311129148642067e-12,1775.4519802601262,1534.6898347586193
mask_110,2025-04-19,13413.136644826864,93.17545691983142,71.61603420860737,35.80801710430369,57.36743981552773,1.2406782712304221e-11,13470.504084642404,27216.797506666375,27128.007192040568,71.48343234423733,160.27374697004382,2.3669954885008337e-12,1813.374767551727,1823.7252273071763
mask_111,2025-04-19,13413.136644826864,993.057300527244,690.2596187809725,345.12980939048623,647.9274911367578,9.24251253309194e-12,14061.06413596363,27216.797506666375,27119.374474479337,700.5272474819251,797.9502796689636,1.708855279503041e-12,1813.374767551727,1605.2944084409378
forecast_only,2025-04-19,13172.82541229671,0.0,0.0,0.0,0.0,1.2476614852374723e-11,13172.825412296723,26651.15990369701,26651.15990369701,0.0,0.0,2.3989699116100383e-12,2322.4486102241576,1975.222078609813
mask_000,2025-04-20,34969.05023377329,0.0,0.0,0.0,0.0,3.30902831802149e-11,34969.05023377333,58004.90835916088,58004.90835916088,0.0,0.0,6.901590410279823e-12,1975.222078609813,2042.5588556812422
mask_001,2025-04-20,35249.89496830143,0.0,0.0,0.0,0.0,3.30902831802149e-11,35249.894968301465,58656.36912123033,58656.36912123033,0.0,0.0,6.901590410279823e-12,1388.9073927473094,2042.5588556812422
mask_010,2025-04-20,35041.61722554725,0.0,0.0,0.0,0.0,3.30902831802149e-11,35041.617225547285,58173.23819394159,58173.23819394159,0.0,0.0,6.901590410279823e-12,1823.7252273071763,2042.5588556812422
mask_011,2025-04-20,35146.245587784186,0.0,0.0,0.0,0.0,3.30902831802149e-11,35146.24558778422,58415.93910379297,58415.93910379297,0.0,0.0,6.901590410279823e-12,1605.2944084409378,2042.5588556812422
mask_100,2025-04-20,35180.065178578014,0.0,0.0,0.0,0.0,3.30902831802149e-11,35180.06517857805,58494.38863010665,58494.38863010665,0.0,0.0,6.901590410279823e-12,1534.689834758618,2042.5588556812422
mask_101,2025-04-20,35180.065178578014,0.0,0.0,0.0,0.0,3.30902831802149e-11,35180.06517857805,58494.38863010665,58494.38863010665,0.0,0.0,6.901590410279823e-12,1534.6898347586193,2042.5588556812422
mask_110,2025-04-20,35041.61722554725,0.0,0.0,0.0,0.0,3.30902831802149e-11,35041.617225547285,58173.23819394159,58173.23819394159,0.0,0.0,6.901590410279823e-12,1823.7252273071763,2042.5588556812422
mask_111,2025-04-20,35146.245587784186,0.0,0.0,0.0,0.0,3.30902831802149e-11,35146.24558778422,58415.93910379297,58415.93910379297,0.0,0.0,6.901590410279823e-12,1605.2944084409378,2042.5588556812422
forecast_only,2025-04-20,34969.05023377329,0.0,0.0,0.0,0.0,3.30902831802149e-11,34969.05023377333,58004.90835916088,58004.90835916088,0.0,0.0,6.901590410279823e-12,1975.222078609813,2042.5588556812422
mask_000,2025-04-21,36680.86481454029,0.0,0.0,0.0,0.0,2.3206086607885367e-11,36680.86481454031,61403.022941021816,61403.022941021816,0.0,0.0,5.548894677076532e-12,2042.5588556812422,1519.3865640390654
mask_001,2025-04-21,36680.86481454029,0.9335536439482234,4201.163862615585,2100.5819313077923,-2099.648377663844,4.2918020859428197e-11,34581.21643687649,61403.022941021816,54306.3660966126,1.481096509982308,7098.137940919212,9.77273817426294e-12,2042.5588556812422,1454.8301843873696
mask_010,2025-04-21,36680.86481454029,0.8390625262714769,3036.6536323742143,1518.3268161871072,-1517.4877536608358,2.978269475484296e-11,35163.37706087949,61403.022941021816,56552.03577873004,1.3311849697911384,4852.318347261569,6.66533495063959e-12,2042.5588556812422,1480.773494192676
mask_011,2025-04-21,36680.86481454029,0.9335536439482234,4201.163862615585,2100.5819313077923,-2099.648377663844,4.2918020859428197e-11,34581.21643687649,61403.022941021816,54306.3660966126,1.481096509982308,7098.137940919212,9.77273817426294e-12,2042.5588556812422,1454.8301843873696
mask_100,2025-04-21,36680.86481454029,0.8390625262714768,56.588876098221064,28.294438049110532,-27.455375522839056,2.3448906150136392e-11,36653.40943901747,61403.022941021816,61359.181329264524,1.3311849697911384,45.172796727082755,5.6634696932178485e-12,2042.5588556812422,1473.7822315383514
mask_101,2025-04-21,36680.86481454029,0.9335536439482234,4201.163862615585,2100.5819313077923,-2099.648377663844,4.2918020859428197e-11,34581.21643687649,61403.022941021816,54306.3660966126,1.481096509982308,7098.137940919212,9.77273817426294e-12,2042.5588556812422,1454.8301843873696
mask_110,2025-04-21,36680.86481454029,0.8390625262714769,3045.079855420325,1522.5399277101626,-1521.7008651838912,2.3448906150136392e-11,35159.163949356414,61403.022941021816,56545.31819539671,1.3311849697911384,4859.035930594902,5.6634696932178485e-12,2042.5588556812422,1473.7822315383514
mask_111,2025-04-21,36680.86481454029,0.9335536439482234,4201.163862615585,2100.5819313077923,-2099.648377663844,4.2918020859428197e-11,34581.21643687649,61403.022941021816,54306.3660966126,1.481096509982308,7098.137940919212,9.77273817426294e-12,2042.5588556812422,1454.8301843873696
forecast_only,2025-04-21,36680.86481454029,0.0,0.0,0.0,0.0,2.3206086607885367e-11,36680.86481454031,61403.022941021816,61403.022941021816,0.0,0.0,5.548894677076532e-12,2042.5588556812422,1519.3865640390654
mask_000,2025-04-22,33206.89008058998,0.0,0.0,0.0,0.0,3394.712388797243,36601.602469387224,55321.402862375384,55321.402862375384,0.0,0.0,629.4246050488327,1519.3865640390654,1374.167293427176
mask_001,2025-04-22,33237.81258644315,2790.650217019005,133.89682044647319,66.94841022323659,2723.701806795769,3.3451961201080847e-11,35961.514393238955,55393.13217309948,58766.04075308932,3592.7792168686683,219.87063687883574,6.619149672815183e-12,1454.8301843873696,1387.5453096262784
mask_010,2025-04-22,33225.3857410464,626.9847680774501,134.32616407048704,67.16308203524352,559.8216860422066,347.27393008839147,34132.48135717699,55364.306273315815,56036.263118602714,892.5325030597068,220.57565777281206,95.53230902497482,1480.773494192676,1386.8512557239867
mask_011,2025-04-22,33237.81258644315,2790.650217019005,1602.570800634012,801.285400317006,1989.3648167019992,347.27393008839283,35574.45133323354,55393.13217309948,56122.41586392529,3592.7792168686683,2863.495526042868,95.53230902497502,1454.8301843873696,1280.1004260254724
mask_100,2025-04-22,33228.73455585782,897.1245832205453,134.32616407048704,67.16308203524352,829.9615011853018,958.5121033954082,35017.20816043853,55372.07434293173,55616.21824897552,464.71956381660465,220.57565777281206,251.54891156057363,1473.7822315383514,1257.5760470504958
mask_101,2025-04-22,33237.81258644315,2790.650217019005,133.89682044647319,66.94841022323659,2723.701806795769,3.3451961201080847e-11,35961.514393238955,55393.13217309948,58766.04075308932,3592.7792168686683,219.87063687883574,6.619149672815183e-12,1454.8301843873696,1387.5453096262784
mask_110,2025-04-22,33228.73455585782,626.9847680774501,134.32616407048704,67.16308203524352,559.8216860422066,347.27393008839147,34135.83017198842,55372.07434293173,56044.03118821862,892.5325030597068,220.57565777281206,95.53230902497482,1473.7822315383514,1386.8512557239867
mask_111,2025-04-22,33237.81258644315,2790.650217019005,1602.570800634012,801.285400317006,1989.3648167019992,347.27393008839283,35574.45133323354,55393.13217309948,56122.41586392529,3592.7792168686683,2863.495526042868,95.53230902497502,1454.8301843873696,1280.1004260254724
forecast_only,2025-04-22,33206.89008058998,0.0,0.0,0.0,0.0,3201.799541317858,36408.68962190784,55321.402862375384,55321.402862375384,0.0,0.0,858.5436960605741,1519.3865640390654,1599.9170680789994
mask_000,2025-04-23,32346.103212112743,0.0,0.0,0.0,0.0,9734.344440791632,42080.447652904375,53524.29224818552,53524.29224818552,0.0,0.0,1548.036069180757,1374.167293427176,1608.5939800328701
mask_001,2025-04-23,32339.70852036957,2151.9452991250714,132.86227502351736,66.43113751175868,2085.514161613313,2.834994594635987e-11,34425.222681982916,53509.427785742075,56504.24758268392,3212.991617073083,218.17182013123113,6.0258464884555e-12,1387.5453096262784,1691.5623063385185
mask_010,2025-04-23,32340.040278134868,1848.9095454485148,135.0689197287143,67.53445986435715,1781.3750855841577,2.771199048012818e-11,34121.415363719054,53510.19895674462,55905.64337568513,2617.239748390929,221.79532945041626,5.81845682745552e-12,1386.8512557239867,1688.0716590277036
mask_011,2025-04-23,32391.067174730757,2151.9452991250714,132.86227502351736,66.43113751175868,2085.514161613313,2.834994594635987e-11,34476.581336344105,53628.81098974297,56623.63078668482,3212.991617073083,218.17182013123113,6.0258464884555e-12,1280.1004260254724,1691.5623063385185
mask_100,2025-04-23,32401.833827880797,2990.572481617236,134.69450025116,67.34725012558,2923.225231491656,509.0118684866842,35834.07092785914,53653.83807749294,54938.04102149719,1505.3834429552103,221.18049895096692,148.02379441204184,1257.5760470504958,1513.621375173348
mask_101,2025-04-23,32339.70852036957,2151.9452991250714,132.86227502351736,66.43113751175868,2085.514161613313,2.834994594635987e-11,34425.222681982916,53509.427785742075,56504.24758268392,3212.991617073083,218.17182013123113,6.0258464884555e-12,1387.5453096262784,1691.5623063385185
mask_110,2025-04-23,32340.040278134868,1848.9095454485148,135.0689197287143,67.53445986435715,1781.3750855841577,2.771199048012818e-11,34121.415363719054,53510.19895674462,55905.64337568513,2617.239748390929,221.79532945041626,5.81845682745552e-12,1386.8512557239867,1688.0716590277036
mask_111,2025-04-23,32391.067174730757,2151.9452991250714,132.86227502351736,66.43113751175868,2085.514161613313,2.834994594635987e-11,34476.581336344105,53628.81098974297,56623.63078668482,3212.991617073083,218.17182013123113,6.0258464884555e-12,1280.1004260254724,1691.5623063385185
forecast_only,2025-04-23,32238.194819829172,0.0,0.0,0.0,0.0,7081.400740456602,39319.59556028577,53273.45916523905,53273.45916523905,0.0,0.0,1548.0360691807591,1599.9170680789994,1608.5939800328701
mask_000,2025-04-24,33471.39052218849,0.0,0.0,0.0,0.0,2.931747911105731e-11,33471.39052218852,55533.271533411404,55533.271533411404,0.0,0.0,5.307754236127948e-12,1608.5939800328701,1760.8231218043081
mask_001,2025-04-24,33431.648693888084,55.71082388012884,342.6634472590481,171.33172362952405,-115.62089974939522,2.5971012895809052e-11,33316.027794138725,55441.0845041829,54920.0867178483,34.287790344861946,555.2855766794692,4.7553072590744705e-12,1691.5623063385185,1797.3364537929892
mask_010,2025-04-24,33433.32071394996,0.0,0.0,0.0,0.0,2.931747911105731e-11,33433.32071394999,55444.96300119492,55444.96300119492,0.0,0.0,5.307754236127948e-12,1688.0716590277036,1760.8231218043081
mask_011,2025-04-24,33431.648693888084,163.7276319851565,484.67582133506414,242.33791066753207,-78.61027868237557,2.7338319164016414e-11,33353.038415205745,55441.0845041829,54781.03210938646,128.4302886451857,788.4826834416228,5.071498776487715e-12,1691.5623063385185,1575.7957330073991
mask_100,2025-04-24,33516.8823999162,0.0,0.0,0.0,0.0,2.931747911105731e-11,33516.88239991623,55638.796649921984,55638.796649921984,0.0,0.0,5.307754236127948e-12,1513.621375173348,1760.8231218043081
mask_101,2025-04-24,33431.648693888084,55.71082388012885,375.7396612029904,187.8698306014952,-132.15900672136638,3.1691731905425514e-11,33299.489687166744,55441.0845041829,54889.37325585702,34.287790344861946,585.9990386707486,5.718092666029406e-12,1691.5623063385185,1764.681450483343
mask_110,2025-04-24,33433.32071394996,0.0,0.0,0.0,0.0,2.931747911105731e-11,33433.32071394999,55444.96300119492,55444.96300119492,0.0,0.0,5.307754236127948e-12,1688.0716590277036,1760.8231218043081
mask_111,2025-04-24,33431.648693888084,163.7276319851565,484.67582133506414,242.33791066753207,-78.61027868237557,2.7338319164016414e-11,33353.038415205745,55441.0845041829,54781.03210938646,128.4302886451857,788.4826834416228,5.071498776487715e-12,1691.5623063385185,1575.7957330073991
forecast_only,2025-04-24,33471.39052218849,0.0,0.0,0.0,0.0,2.931747911105731e-11,33471.39052218852,55533.271533411404,55533.271533411404,0.0,0.0,5.307754236127948e-12,1608.5939800328701,1760.8231218043081
mask_000,2025-04-25,13624.79014634389,0.0,0.0,0.0,0.0,1.9268236006730886e-11,13624.79014634391,26820.069799842022,26820.069799842022,0.0,0.0,3.2793767701377874e-12,1760.8231218043081,1898.0389974871935
mask_001,2025-04-25,13607.568024755896,0.0,367.63412173483357,183.81706086741679,-183.81706086741679,1.9408511353624643e-11,13423.750963888499,26779.499430965712,26386.993036418615,0.0,392.5063945470963,3.3077984795681914e-12,1797.3364537929892,1876.7721024720843
mask_010,2025-04-25,13624.79014634389,0.0,947.0996236219491,473.5498118109746,-473.5498118109746,1.9268236006730886e-11,13151.240334532937,26820.069799842022,25819.106175508958,0.0,1000.9636243330642,3.2793767701377874e-12,1760.8231218043081,1702.071990056815
mask_011,2025-04-25,13712.086003543642,0.0,947.0996236219493,473.54981181097463,-473.54981181097463,1.9268236006730886e-11,13238.536191732688,27025.655787394142,26024.692163061078,0.0,1000.9636243330642,3.2793767701377874e-12,1575.7957330073991,1702.071990056815
mask_100,2025-04-25,13624.79014634389,0.0,224.1190312889954,112.0595156444977,-112.0595156444977,1.9622807156949305e-11,13512.730630699412,26820.069799842022,26591.552215061678,0.0,228.51758478034316,3.3706371027619753e-12,1760.8231218043081,1644.7196784806877
mask_101,2025-04-25,13622.970301316946,0.0,572.8598561613561,286.42992808067805,-286.42992808067805,1.9622807156949305e-11,13336.540373236287,26815.78276797643,26213.89899416259,0.0,601.8837738138412,3.3706371027619753e-12,1764.681450483343,1644.7196784806877
mask_110,2025-04-25,13624.79014634389,0.0,997.1235251798705,498.56176258993526,-498.56176258993526,1.9622807156949305e-11,13126.228383753976,26820.069799842022,25766.958897415956,0.0,1053.1109024260668,3.3706371027619753e-12,1760.8231218043081,1644.7196784806877
mask_111,2025-04-25,13712.086003543642,0.0,997.1235251798706,498.5617625899353,-498.5617625899353,1.9622807156949305e-11,13213.524240953728,27025.655787394142,25972.544884968076,0.0,1053.1109024260666,3.3706371027619753e-12,1575.7957330073991,1644.7196784806877
forecast_only,2025-04-25,13624.79014634389,0.0,0.0,0.0,0.0,1.9268236006730886e-11,13624.79014634391,26820.069799842022,26820.069799842022,0.0,0.0,3.2793767701377874e-12,1760.8231218043081,1898.0389974871935
mask_000,2025-04-26,13394.512216015446,0.0,0.0,0.0,0.0,1.976411567738978e-11,13394.512216015466,26514.960391142573,26514.960391142573,0.0,0.0,3.304023721284466e-12,1898.0389974871935,1718.649150190545
mask_001,2025-04-26,13404.543101497573,0.0,1043.325131315018,521.662565657509,-521.662565657509,716.0698717225401,13598.950407562605,26538.590274492693,25364.9624668286,0.0,1173.6278076640917,150.2570405092672,1876.7721024720843,1219.155325047028
mask_010,2025-04-26,13486.943321186773,0.0,269.28727786590065,134.64363893295032,-134.64363893295032,2.04951504656492e-11,13352.299682253843,26732.701510509658,26454.403864258962,0.0,278.29764625069663,3.47455397786689e-12,1702.071990056815,1628.525147193845
mask_011,2025-04-26,13486.943321186773,439.3293251873915,1043.325131315018,521.662565657509,-82.33324047011752,162.86708374284137,13567.477164459497,26732.701510509658,25870.796617124717,311.72291427914973,1173.6278076640917,36.89038754764907,1702.071990056815,1220.8643218478007
mask_100,2025-04-26,13513.995268406405,0.0,192.2629932449224,96.1314966224612,-96.1314966224612,1.9762062208883435e-11,13417.863771783965,26796.4263011498,26601.650702684678,0.0,194.77559846512247,3.2933655802480644e-12,1644.7196784806877,1502.2318185626311
mask_101,2025-04-26,13513.995268406405,19.624587138565147,1043.325131315018,521.662565657509,-502.0379785189439,650.6545812606556,13662.611871148118,26796.4263011498,25636.052528631466,13.25403514575703,1173.6278076640917,137.00300536351,1644.7196784806877,1219.155325047028
mask_110,2025-04-26,13513.995268406405,0.0,381.4850080885848,190.7425040442924,-190.7425040442924,1.9762062208883435e-11,13323.252764362132,26796.4263011498,26404.464659131012,0.0,391.9616420187891,3.2933655802480644e-12,1644.7196784806877,1502.2318185626311
mask_111,2025-04-26,13513.995268406405,439.3293251873915,1043.325131315018,521.662565657509,-82.33324047011752,162.86708374284063,13594.529111679127,26796.4263011498,25934.52140776486,311.72291427914973,1173.6278076640917,36.89038754764889,1644.7196784806877,1220.8643218478007
forecast_only,2025-04-26,13394.512216015446,0.0,0.0,0.0,0.0,1.976411567738978e-11,13394.512216015466,26514.960391142573,26514.960391142573,0.0,0.0,3.304023721284466e-12,1898.0389974871935,1718.649150190545
mask_000,2025-04-27,32883.25738023134,0.0,0.0,0.0,0.0,2.762921787191619e-11,32883.25738023137,54339.1580929441,54339.1580929441,0.0,0.0,5.4015403261331585e-12,1718.649150190545,1602.5058818986247
mask_001,2025-04-27,33122.05563565019,566.3381181554171,148.72529699738965,74.36264849869482,491.9754696567222,2.8700126566971742e-11,33614.03110530694,54894.151231992444,55433.8653457254,794.7633347039781,255.04922097102246,5.5649651553579815e-12,1219.155325047028,1394.5952744113367
mask_010,2025-04-27,32926.33665366376,179.40453910211548,555.899677606732,277.949838803366,-98.54529970125054,3.4620002711815975e-11,32827.791353962544,54439.29587405154,53602.1919556972,95.38492922802175,932.4888475823607,6.993378098840708e-12,1628.525147193845,1692.01981912074
mask_011,2025-04-27,33121.23702618262,948.2492356761737,881.925736542056,440.962868271028,507.2863674051457,3.564658064558745e-11,33628.5233935878,54892.25234665825,54416.85424017203,1111.8376225520324,1587.2357290382497,7.135486645992728e-12,1220.8643218478007,1692.01981912074
mask_100,2025-04-27,32986.70486474948,0.0,0.0,0.0,0.0,2.762921787191619e-11,32986.70486474951,54579.621794752886,54579.621794752886,0.0,0.0,5.4015403261331585e-12,1502.2318185626311,1602.5058818986247
mask_101,2025-04-27,33122.05563565019,566.3381181554171,148.72529699738965,74.36264849869482,491.9754696567222,2.8700126566971742e-11,33614.03110530694,54894.151231992444,55433.8653457254,794.7633347039781,255.04922097102246,5.5649651553579815e-12,1219.155325047028,1394.5952744113367
mask_110,2025-04-27,32986.70486474948,179.40453910211548,555.899677606732,277.949838803366,-98.54529970125054,3.4620002711815975e-11,32888.15956504826,54579.621794752886,53742.517876398546,95.38492922802175,932.4888475823607,6.993378098840708e-12,1502.2318185626311,1692.01981912074
mask_111,2025-04-27,33121.23702618262,948.2492356761737,881.925736542056,440.962868271028,507.2863674051457,3.564658064558745e-11,33628.5233935878,54892.25234665825,54416.85424017203,1111.8376225520324,1587.2357290382497,7.135486645992728e-12,1220.8643218478007,1692.01981912074
forecast_only,2025-04-27,32883.25738023134,0.0,0.0,0.0,0.0,2.762921787191619e-11,32883.25738023137,54339.1580929441,54339.1580929441,0.0,0.0,5.4015403261331585e-12,1718.649150190545,1602.5058818986247
mask_000,2025-04-28,39092.579535357494,0.0,0.0,0.0,0.0,2.8912427119109904e-11,39092.57953535752,66202.13378065155,66202.13378065155,0.0,0.0,5.842437644787424e-12,1602.5058818986247,1817.7527720784628
mask_001,2025-04-28,39192.168716343906,0.0,0.0,0.0,0.0,2.8912427119109904e-11,39192.168716343935,66433.14556674854,66433.14556674854,0.0,0.0,5.842437644787424e-12,1394.5952744113367,1817.7527720784628
mask_010,2025-04-28,39049.702359428105,59.317300092769514,2049.145478084939,1024.5727390424695,-965.2554389497,2.773790530596898e-11,38084.44692047844,66102.67385040477,62801.2281784236,31.554938893332178,3333.0006108744915,5.659472890329198e-12,1692.01981912074,1850.1491056337825
mask_011,2025-04-28,39049.702359428105,59.317300092769514,2049.145478084939,1024.5727390424695,-965.2554389497,2.773790530596898e-11,38084.44692047844,66102.67385040477,62801.2281784236,31.554938893332178,3333.0006108744915,5.659472890329198e-12,1692.01981912074,1850.1491056337825
mask_100,2025-04-28,39092.579535357494,0.0,0.0,0.0,0.0,2.8912427119109904e-11,39092.57953535752,66202.13378065155,66202.13378065155,0.0,0.0,5.842437644787424e-12,1602.5058818986247,1817.7527720784628
