strategy,day,date,initial_cost,increase_cost,refund,penalty,adjustment_net,emergency_cost,total_cost,initial_kwh,effective_kwh,increase_kwh,cancel_kwh,emergency_kwh,charge_kwh,discharge_kwh,spill_kwh,E_start,E_end
B42,94,2025-04-05,11835.99821382451,0.0,0.0,0.0,0.0,1.4009280291382709e-11,11835.998213824525,29397.378804548713,29397.378804548713,0.0,0.0,3.661848602121154e-12,13179.493916757967,11165.27383354681,15339.043738004215,2167.17809115888,1622.8628011890396
B43,94,2025-04-05,11521.862946464971,0.0,298.8334069767968,149.4167034883984,-149.4167034883984,38.21307584796492,11410.659318824537,28664.69584503326,28208.383219914846,0.0,456.3126251184169,11.314967704502363,13588.206485605819,11334.887043864741,13922.263762544932,1619.2275383063532,1254.2944377240988
A43_000,94,2025-04-05,11362.87965905245,0.0,0.0,0.0,0.0,1.5722481094826434e-11,11362.879659052467,28179.250692628615,28179.250692628615,0.0,0.0,3.792521852119535e-12,13270.351984003022,11076.776360057655,13941.560085349913,2056.1281754705337,1691.915672120304
A43_001,94,2025-04-05,11526.15352088811,0.0,0.0,0.0,0.0,1.5722481094826434e-11,11526.153520888127,28677.796835638263,28677.796835638263,0.0,0.0,3.792521852119535e-12,13768.89812701267,11076.776360057655,13941.560085349913,1607.4366467618509,1691.915672120304
A43_010,94,2025-04-05,11521.862946464971,0.0,375.483192110356,187.741596055178,-187.741596055178,420.1631049832232,11754.284455393017,28664.69584503326,28102.391865071288,0.0,562.3039799619725,100.49653932635778,13589.665293260623,11336.068678065132,13905.176805868818,1619.2275383063532,1254.2944377240988
A43_011,94,2025-04-05,11521.862946464971,0.0,375.483192110356,187.741596055178,-187.741596055178,420.1631049832232,11754.284455393017,28664.69584503326,28102.391865071288,0.0,562.3039799619725,100.49653932635778,13589.665293260623,11336.068678065132,13905.176805868818,1619.2275383063532,1254.2944377240988
A43_100,94,2025-04-05,11537.61376849507,0.0,226.5527436553999,113.27637182769995,-113.27637182769995,1.6326338059258204e-11,11424.337396667386,28712.789958102258,28355.460940239194,0.0,357.32901786306263,3.9899195058978876e-12,13636.421157489833,11266.635285933882,13941.560085349913,1575.9428365442552,1330.238227247455
A43_101,94,2025-04-05,11526.15352088811,0.0,226.5527436553999,113.27637182769995,-113.27637182769995,1.6326338059258204e-11,11412.877149060427,28677.796835638263,28320.4678177752,0.0,357.32901786306263,3.9899195058978876e-12,13601.428035025836,11266.635285933882,13941.560085349913,1607.4366467618509,1330.238227247455
A43_110,94,2025-04-05,11521.862946464971,220.75282267641185,375.483192110356,187.741596055178,33.011226621233845,1.4049694074813601e-11,11554.87417308622,28664.69584503326,28271.260721143517,168.86885607222854,562.3039799619726,3.2931435356431393e-12,13604.67918538841,11282.710253447045,13905.176805868818,1619.2275383063532,1327.0940791036485
A43_111,94,2025-04-05,11521.862946464971,220.75282267641185,375.483192110356,187.741596055178,33.011226621233845,1.4049694074813601e-11,11554.87417308622,28664.69584503326,28271.260721143517,168.86885607222854,562.3039799619726,3.2931435356431393e-12,13604.67918538841,11282.710253447045,13905.176805868818,1619.2275383063532,1327.0940791036485
A43_update_only,94,2025-04-05,11362.87965905245,0.0,0.0,0.0,0.0,1.5722481094826434e-11,11362.879659052467,28179.250692628615,28179.250692628615,0.0,0.0,3.792521852119535e-12,13270.351984003022,11076.776360057655,13941.560085349913,2056.1281754705337,1691.915672120304
A43_adjust_only,94,2025-04-05,11534.560324127848,329.0163797667908,437.8975432112434,218.9487716056217,110.06760816116912,1.9572633735975838e-11,11644.627932289035,28703.466463851204,28273.46808609349,240.7354720617687,670.7338498194841,5.35416155855728e-12,13643.213767736928,11284.187897240145,13870.327232263375,1584.333981370203,1325.239819844389
A42,95,2025-04-06,38438.13622805305,0.0,0.0,0.0,0.0,3.030170206419492e-11,38438.13622805308,63762.824270314835,63762.824270314835,0.0,0.0,7.28411775341442e-12,21113.52562393264,17041.930588699535,5281.152968415064,1622.8628011890396,1689.5574308400467
B42,95,2025-04-06,38438.13622805305,0.0,0.0,0.0,0.0,3.030170206419492e-11,38438.13622805308,63762.824270314835,63762.824270314835,0.0,0.0,7.28411775341442e-12,21113.52562393264,17041.930588699535,5281.152968415064,1622.8628011890396,1689.5574308400467
B43,95,2025-04-06,40095.334510848006,638.0061667523471,3926.271520248061,1963.1357601240304,-1325.129593371683,1.7375938687891336e-11,38770.20491747634,66726.39554798912,60080.09211478307,552.5339579118202,7198.837391117862,3.3794286813382257e-12,21252.000095869087,17090.567445326393,1508.5831975737028,1254.2944377240988,1391.5751403102827
A43_000,95,2025-04-06,39875.11378078352,0.0,0.0,0.0,0.0,1.4084487576226933e-11,39875.11378078353,66240.14973199333,66240.14973199333,0.0,0.0,2.7741350883125904e-12,20177.622640870144,16418.113127106146,8070.56395156265,1691.915672120304,1609.4281298966068
A43_001,95,2025-04-06,39875.11378078352,0.0,3852.2540996304924,1926.1270498152462,-1926.1270498152462,2.5402240089178463e-11,37948.986730968296,66240.14973199333,59218.0070666276,0.0,7022.142665365732,5.454213469757718e-12,20878.15604112803,17182.895213294898,1112.669972127791,1691.915672120304,1390.1503165856482
A43_010,95,2025-04-06,40095.334510848006,146.5092094569249,1688.8743528372165,844.4371764186083,-697.9279669616833,1.4271875459215265e-11,39397.40654388634,66726.39554798912,63273.57621434234,114.54970329299817,3567.369036939769,2.7945631919656932e-12,20501.81921408615,16462.550275982525,4824.231009572039,1254.2944377240988,1414.2092015321603
A43_011,95,2025-04-06,40095.334510848006,638.0061667523471,3926.271520248061,1963.1357601240304,-1325.129593371683,1.7375938687891336e-11,38770.20491747634,66726.39554798912,60080.09211478307,552.5339579118202,7198.837391117862,3.3794286813382257e-12,21252.000095869087,17090.567445326393,1508.5831975737028,1254.2944377240988,1391.5751403102827
A43_100,95,2025-04-06,40057.117908320084,0.0,0.0,0.0,0.0,1.4084487576226933e-11,40057.1179083201,66642.01355962982,66642.01355962982,0.0,0.0,2.7741350883125904e-12,20579.486468506646,16418.113127106146,8070.56395156265,1330.238227247455,1609.4281298966068
A43_101,95,2025-04-06,40057.117908320084,0.0,3852.2540996304924,1926.1270498152462,-1926.1270498152462,2.5402240089178463e-11,38130.99085850486,66642.01355962982,59619.870894264095,0.0,7022.142665365732,5.454213469757718e-12,21280.01986876453,17182.895213294898,1112.669972127791,1330.238227247455,1390.1503165856482
A43_110,95,2025-04-06,40058.700113536004,146.5092094569249,1688.8743528372165,844.4371764186083,-697.9279669616833,1.4271875459215265e-11,39360.77214657434,66645.50705756739,63192.687723920615,114.54970329299817,3567.369036939769,2.7945631919656932e-12,20420.930723664427,16462.550275982525,4824.231009572039,1327.0940791036485,1414.2092015321603
A43_111,95,2025-04-06,40058.700113536004,638.0061667523471,3926.271520248061,1963.1357601240304,-1325.129593371683,1.7375938687891336e-11,38733.570520164336,66645.50705756739,59999.20362436135,552.5339579118202,7198.837391117862,3.3794286813382257e-12,21171.111605447364,17090.567445326393,1508.5831975737028,1327.0940791036485,1391.5751403102827
A43_update_only,95,2025-04-06,39875.11378078352,0.0,0.0,0.0,0.0,1.4084487576226933e-11,39875.11378078353,66240.14973199333,66240.14973199333,0.0,0.0,2.7741350883125904e-12,20177.622640870144,16418.113127106146,8070.56395156265,1691.915672120304,1609.4281298966068
A43_adjust_only,95,2025-04-06,40059.63321800103,0.0,1108.262586284,554.131293142,-554.131293142,1.4084487576226933e-11,39505.50192485905,66647.56734563323,64037.95948036198,0.0,2609.6078652712563,2.7741350883125904e-12,20585.04025451006,16418.113127106146,5460.956086291392,1325.239819844389,1609.4281298966068
A42,96,2025-04-07,38240.78131626325,0.0,0.0,0.0,0.0,3.092224787337728e-11,38240.78131626328,64192.02648584124,64192.02648584124,0.0,0.0,6.143530129065766e-12,19974.21229562775,16058.01756234691,7033.112469227073,1689.5574308400467,1824.1067609640122
B42,96,2025-04-07,38240.78131626325,0.0,0.0,0.0,0.0,3.092224787337728e-11,38240.78131626328,64192.02648584124,64192.02648584124,0.0,0.0,6.143530129065766e-12,19974.21229562775,16058.01756234691,7033.112469227073,1689.5574308400467,1824.1067609640122
B43,96,2025-04-07,35528.23261522749,2256.9707133759384,1935.7103540090106,967.8551770045053,1289.115536371433,3.220005240223145e-11,36817.348151598955,59315.691850387666,58296.33212992574,2001.5603167495676,3020.9200372114974,6.108891170697461e-12,20099.528728016918,16324.959537908242,1279.0436564837298,1391.5751403102827,1342.3070645163534
A43_000,96,2025-04-07,35418.91882623061,0.0,0.0,0.0,0.0,2226.957077284104,37645.875903514716,59073.63297306953,59073.63297306953,0.0,0.0,375.60577410906023,19788.12735477165,16130.55029218967,2548.9424012632717,1609.4281298966068,1495.9090912025727
A43_001,96,2025-04-07,35528.94756010976,2213.741998171707,387.40066177808626,193.70033088904313,2020.041667282664,3.1722501958597605e-11,37548.989227392456,59317.274987859484,60628.97979495836,1978.8269070552492,667.1220999563719,5.929479129918036e-12,20101.494473608782,16166.385619136585,3451.1516571528327,1390.1503165856482,1518.8446549040148
A43_010,96,2025-04-07,35516.87534628549,776.450884079841,825.2270868453702,412.6135434226851,363.8373406571559,3.368330503406014e-11,35880.71268694268,59290.54289347447,58224.96388096702,733.3676984795143,1798.946710986963,6.391331908162101e-12,20023.138561621894,16136.739159322693,1095.8451953344895,1414.2092015321603,1505.323729966651
A43_011,96,2025-04-07,35528.23261522749,2213.741998171707,1935.6882221202854,967.8441110601427,1245.8978871115644,3.05627327890079e-11,36774.13050233909,59315.691850387666,58273.63485982764,1978.8269070552492,3020.8838976152774,5.7482907322992105e-12,20099.54860479484,16347.676684784261,1279.0436564837298,1391.5751403102827,1317.0836793097935
A43_100,96,2025-04-07,35418.91882623061,661.968205684295,123.61400650859377,61.80700325429689,600.1612024299981,311.5403065534977,36330.62033521411,59073.63297306953,59219.90155743045,348.12032588377633,201.85174152285072,72.26952092502268,19659.193599829978,16158.68420607111,2548.9424012632717,1609.4281298966068,1348.608807442356
A43_101,96,2025-04-07,35528.94756010976,2213.741998171707,387.40066177808626,193.70033088904313,2020.041667282664,3.1722501958597605e-11,37548.989227392456,59317.274987859484,60628.97979495836,1978.8269070552492,667.1220999563719,5.929479129918036e-12,20101.494473608782,16166.385619136585,3451.1516571528327,1390.1503165856482,1518.8446549040148
A43_110,96,2025-04-07,35516.87534628549,776.450884079841,825.2270868453702,412.6135434226851,363.8373406571559,3.368330503406014e-11,35880.71268694268,59290.54289347447,58224.96388096702,733.3676984795143,1798.946710986963,6.391331908162101e-12,20023.138561621894,16136.739159322693,1095.8451953344895,1414.2092015321603,1505.323729966651
A43_111,96,2025-04-07,35528.23261522749,2256.9707133759384,1935.7103540090106,967.8551770045053,1289.115536371433,3.220005240223145e-11,36817.348151598955,59315.691850387666,58296.33212992574,2001.5603167495676,3020.9200372114974,6.108891170697461e-12,20099.528728016918,16324.959537908242,1279.0436564837298,1391.5751403102827,1342.3070645163534
A43_update_only,96,2025-04-07,35418.91882623061,0.0,0.0,0.0,0.0,1329.6563110005295,36748.57513723114,59073.63297306953,59073.63297306953,0.0,0.0,337.35709077572636,19788.12735477165,16168.798975523001,2548.9424012632717,1609.4281298966068,1453.4105541655354
A43_adjust_only,96,2025-04-07,35418.91882623061,646.2773822647584,974.3539490890957,487.1769745445479,159.10040772021057,311.5403065534999,35889.55954050432,59073.63297306953,57293.99248865573,347.60111994877417,2127.2416043625726,72.26952092502296,19659.2743829915,16159.137316692137,623.4056599480515,1609.4281298966068,1348.1780560421407
A42,97,2025-04-08,37885.78089951453,0.0,0.0,0.0,0.0,2293.7106328829536,40179.491532397486,64413.83371029105,64413.83371029105,0.0,0.0,417.7089699066818,20983.098558543083,17408.974691059033,6904.225196047014,1824.1067609640122,1365.590251364976
B42,97,2025-04-08,37885.78089951453,0.0,0.0,0.0,0.0,2304.5410017531563,40190.321901267685,64413.83371029105,64413.83371029105,0.0,0.0,417.7089699066818,20983.098558543083,17408.974691059033,6904.225196047014,1824.1067609640122,1365.590251364976
B43,97,2025-04-08,41083.685058907606,243.11788287781863,5192.980166011539,2596.4900830057695,-2353.372200127951,374.61065979296654,39104.92351857262,68478.09550134049,59638.135853854124,121.68975792868264,8961.649405415052,62.024166668200166,20900.023805032703,17006.38516284665,1453.327761669595,1342.3070645163534,1256.3449747717332
A43_000,97,2025-04-08,41007.80565772462,0.0,0.0,0.0,0.0,2.914266797326981e-11,41007.805657724646,68307.42658280025,68307.42658280025,0.0,0.0,5.254741086702097e-12,19759.246256917242,15929.486159695416,10124.472868911751,1495.9090912025727,1579.801656099858
A43_001,97,2025-04-08,40996.4754892561,0.0,3754.233241619164,1877.116620809582,-1877.116620809582,3.232948878051367e-11,39119.35886844655,68281.94262313197,61628.76610367374,0.0,6653.176519458236,6.047662370889384e-12,20583.949258775796,16857.166554041156,3548.78978227244,1518.8446549040148,1314.2139277565027
A43_010,97,2025-04-08,41003.15482617516,1.7008334250025756,2636.4730529342132,1318.2365264671066,-1316.535693042104,3.6728522584406074e-11,39686.6191331331,68296.96587306238,63534.46856540235,0.8825000000013006,4763.379807660037,6.97425450724154e-12,19812.42169411222,15980.148938711014,5349.002193334473,1505.323729966651,1580.7822116554157
A43_011,97,2025-04-08,41096.14541119964,0.0,5191.9611145943345,2595.9805572971673,-2595.9805572971673,1173.2832073678192,39673.4480612703,68506.12148490333,59546.19202652065,0.0,8959.929458382689,183.31661683240603,20928.995759463345,17006.008494446563,1453.327761669595,1317.0836793097935,1257.6148689972954
A43_100,97,2025-04-08,41080.57199790216,0.0,0.0,0.0,0.0,2.914266797326981e-11,41080.57199790219,68471.09356475604,68471.09356475604,0.0,0.0,5.254741086702097e-12,19922.91323887304,15929.486159695416,10124.472868911751,1348.608807442356,1579.801656099858
A43_101,97,2025-04-08,40996.4754892561,0.0,3754.233241619164,1877.116620809582,-1877.116620809582,3.232948878051367e-11,39119.35886844655,68281.94262313197,61628.76610367374,0.0,6653.176519458236,6.047662370889384e-12,20583.949258775796,16857.166554041156,3548.78978227244,1518.8446549040148,1314.2139277565027
A43_110,97,2025-04-08,41003.15482617516,1.7008334250025756,2636.4730529342132,1318.2365264671066,-1316.535693042104,3.6728522584406074e-11,39686.6191331331,68296.96587306238,63534.46856540235,0.8825000000013006,4763.379807660037,6.97425450724154e-12,19812.42169411222,15980.148938711014,5349.002193334473,1505.323729966651,1580.7822116554157
A43_111,97,2025-04-08,41083.685058907606,243.11788287781863,5192.980166011539,2596.4900830057695,-2353.372200127951,374.61065979296654,39104.92351857262,68478.09550134049,59638.135853854124,121.68975792868264,8961.649405415052,62.024166668200166,20900.023805032703,17006.38516284665,1453.327761669595,1342.3070645163534,1256.3449747717332
A43_update_only,97,2025-04-08,41028.799935020914,0.0,0.0,0.0,0.0,2.914266797326981e-11,41028.79993502094,68354.64717950806,68354.64717950806,0.0,0.0,5.254741086702097e-12,19806.46685362506,15929.486159695416,10124.472868911751,1453.4105541655354,1579.801656099858
A43_adjust_only,97,2025-04-08,41080.78478909387,0.0,891.797502085562,445.898751042781,-445.898751042781,2.914266797326981e-11,40634.886038051125,68471.57217742295,66202.38267055652,0.0,2269.1895068664357,5.254741086702097e-12,19923.391851539945,15929.486159695416,7855.283362045316,1348.1780560421407,1579.801656099858
A42,98,2025-04-09,39555.49690304541,0.0,0.0,0.0,0.0,366.24101063338645,39921.73791367879,65999.73227200231,65999.73227200231,0.0,0.0,86.36588586156641,21463.33015845159,17163.458142848904,2651.9151255945085,1365.590251364976,1612.078346361518
B42,98,2025-04-09,39555.49690304541,0.0,0.0,0.0,0.0,208.01379836767407,39763.510701413084,65999.73227200231,65999.73227200231,0.0,0.0,47.959106544986675,21463.33015845159,17201.864922165485,2651.9151255945085,1365.590251364976,1569.4041471208739
B43,98,2025-04-09,40848.23492713561,11.906879325924221,907.8836338297695,453.9418169148847,-442.0349375889605,2.488806427614065e-11,40406.199989546665,67208.04850198992,66108.36605243641,7.120280048852862,1106.8027296023533,4.938716102742546e-12,21098.89773352736,16591.740372586475,2466.897674828866,1256.3449747717332,1810.0858542947178
A43_000,98,2025-04-09,40701.241835287605,0.0,0.0,0.0,0.0,1.9835423081815407e-11,40701.24183528763,66848.65218940312,66848.65218940312,0.0,0.0,3.732125719579926e-12,20698.084602607123,16562.129027208386,3578.3855973377067,1579.801656099858,1805.7122126591753
A43_001,98,2025-04-09,40821.936702945866,0.0,0.0,0.0,0.0,1.9835423081815407e-11,40821.93670294589,67143.74966534018,67143.74966534018,0.0,0.0,3.732125719579926e-12,20993.182078544185,16562.129027208386,3578.3855973377067,1314.2139277565027,1805.7122126591753
A43_010,98,2025-04-09,40700.796227262916,11.906879325924221,904.1526321897679,452.07631609488396,-440.1694367689597,2.9547867486101605e-11,40260.62679049398,66847.56268323027,65750.81685867677,7.120280048852862,1103.866104602352,5.6634696932178485e-12,20738.607689767712,16588.999522586473,2466.897674828866,1580.7822116554157,1813.3074406836101
A43_011,98,2025-04-09,40847.65783075977,11.906879325924221,904.1526321897679,452.07631609488396,-440.1694367689597,2.9547867486101605e-11,40407.48839399083,67206.63750840595,66109.89168385246,7.120280048852862,1103.866104602352,5.6634696932178485e-12,21097.6825149434,16588.999522586473,2466.897674828866,1257.6148689972954,1813.3074406836101
A43_100,98,2025-04-09,40701.241835287605,0.0,0.0,0.0,0.0,1.9835423081815407e-11,40701.24183528763,66848.65218940312,66848.65218940312,0.0,0.0,3.732125719579926e-12,20698.084602607123,16562.129027208386,3578.3855973377067,1579.801656099858,1805.7122126591753
A43_101,98,2025-04-09,40821.936702945866,0.0,0.0,0.0,0.0,1.9835423081815407e-11,40821.93670294589,67143.74966534018,67143.74966534018,0.0,0.0,3.732125719579926e-12,20993.182078544185,16562.129027208386,3578.3855973377067,1314.2139277565027,1805.7122126591753
A43_110,98,2025-04-09,40700.796227262916,11.906879325924221,907.8836338297695,453.9418169148847,-442.0349375889605,2.488806427614065e-11,40258.761289673974,66847.56268323027,65747.88023367677,7.120280048852862,1106.8027296023533,4.938716102742546e-12,20738.411914767712,16591.740372586475,2466.897674828866,1580.7822116554157,1810.0858542947178
A43_111,98,2025-04-09,40848.23492713561,11.906879325924221,907.8836338297695,453.9418169148847,-442.0349375889605,2.488806427614065e-11,40406.199989546665,67208.04850198992,66108.36605243641,7.120280048852862,1106.8027296023533,4.938716102742546e-12,21098.89773352736,16591.740372586475,2466.897674828866,1256.3449747717332,1810.0858542947178
A43_update_only,98,2025-04-09,40701.241835287605,0.0,0.0,0.0,0.0,1.9835423081815407e-11,40701.24183528763,66848.65218940312,66848.65218940312,0.0,0.0,3.732125719579926e-12,20698.084602607123,16562.129027208386,3578.3855973377067,1579.801656099858,1805.7122126591753
A43_adjust_only,98,2025-04-09,40701.241835287605,0.0,36.42588727443855,18.212943637219276,-18.212943637219276,1.9835423081815407e-11,40683.02889165041,66848.65218940312,66799.9073201681,0.0,48.7448692350232,3.732125719579926e-12,20730.74368795308,16588.58288633861,3523.4355018869514,1579.801656099858,1805.7122126591753
A42,99,2025-04-10,39397.42450078901,0.0,0.0,0.0,0.0,2.882684302374372e-11,39397.42450078904,66554.70974888257,66554.70974888257,0.0,0.0,5.676015213396113e-12,21120.23057932259,16876.94408258623,7850.785352146195,1612.078346361518,1868.1257759893745
B42,99,2025-04-10,39416.61840729191,0.0,0.0,0.0,0.0,2.882684302374372e-11,39416.61840729194,66602.1255258166,66602.1255258166,0.0,0.0,5.676015213396113e-12,21167.646356256635,16876.94408258623,7850.785352146195,1569.4041471208739,1868.1257759893745
B43,99,2025-04-10,39666.32817453862,0.0,2734.664629063702,1367.332314531851,-1367.332314531851,2.4792230490788824e-11,38298.99586000679,64421.81840627681,60303.09138571802,0.0,4118.727020558792,4.9649173661237e-12,20370.52528482256,16434.815999735234,1906.7442006306806,1810.0858542947178,1882.65194426254
A43_000,99,2025-04-10,39668.563105414374,0.0,0.0,0.0,0.0,2.6076032888511233e-11,39668.5631054144,64426.67800809408,64426.67800809408,0.0,0.0,5.002220859751105e-12,20211.588205947595,16251.816518132624,6006.268420279106,1805.7122126591753,1938.5676889757601
A43_001,99,2025-04-10,39668.563105414374,0.0,0.0,0.0,0.0,2.6076032888511233e-11,39668.5631054144,64426.67800809408,64426.67800809408,0.0,0.0,5.002220859751105e-12,20211.588205947595,16251.816518132624,6006.268420279106,1805.7122126591753,1938.5676889757601
A43_010,99,2025-04-10,39664.68194389389,0.0,2734.664629063702,1367.332314531851,-1367.332314531851,2.4792230490788824e-11,38297.34962936206,64418.2388658447,60299.51184528592,0.0,4118.727020558792,4.9649173661237e-12,20366.94574439046,16434.815999735234,1906.744200630681,1813.3074406836101,1882.65194426254
A43_011,99,2025-04-10,39664.68194389389,0.0,2734.664629063702,1367.332314531851,-1367.332314531851,2.4792230490788824e-11,38297.34962936206,64418.2388658447,60299.51184528592,0.0,4118.727020558792,4.9649173661237e-12,20366.94574439046,16434.815999735234,1906.744200630681,1813.3074406836101,1882.65194426254
A43_100,99,2025-04-10,39668.563105414374,0.0,40.456095166666614,20.228047583333307,-20.228047583333307,2.2217266248958365e-11,39648.335057831064,64426.67800809408,64394.610716427414,0.0,32.06729166666662,4.389377750158019e-12,20205.174747614263,16277.470351465958,6006.268420279106,1805.7122126591753,1904.2913172164995
A43_101,99,2025-04-10,39668.563105414374,0.0,40.456095166666614,20.228047583333307,-20.228047583333307,2.2217266248958365e-11,39648.335057831064,64426.67800809408,64394.610716427414,0.0,32.06729166666662,4.389377750158019e-12,20205.174747614263,16277.470351465958,6006.268420279106,1805.7122126591753,1904.2913172164995
A43_110,99,2025-04-10,39666.32817453862,0.0,2734.664629063702,1367.332314531851,-1367.332314531851,2.4792230490788824e-11,38298.99586000679,64421.81840627681,60303.09138571802,0.0,4118.727020558792,4.9649173661237e-12,20370.52528482256,16434.815999735234,1906.7442006306806,1810.0858542947178,1882.65194426254
A43_111,99,2025-04-10,39666.32817453862,0.0,2734.664629063702,1367.332314531851,-1367.332314531851,2.4792230490788824e-11,38298.99586000679,64421.81840627681,60303.09138571802,0.0,4118.727020558792,4.9649173661237e-12,20370.52528482256,16434.815999735234,1906.7442006306806,1810.0858542947178,1882.65194426254
A43_update_only,99,2025-04-10,39668.563105414374,0.0,0.0,0.0,0.0,2.6076032888511233e-11,39668.5631054144,64426.67800809408,64426.67800809408,0.0,0.0,5.002220859751105e-12,20211.588205947595,16251.816518132624,6006.268420279106,1805.7122126591753,1938.5676889757601
A43_adjust_only,99,2025-04-10,39668.563105414374,0.0,683.1745429408567,341.58727147042833,-341.58727147042833,2.6076032888511233e-11,39326.97583394398,64426.67800809408,62626.54280845127,0.0,1800.1351996428036,5.002220859751105e-12,20237.072894149438,16272.459115576117,4201.291129877949,1805.7122126591753,1938.5676889757601
A42,100,2025-04-11,12341.84279852179,0.0,0.0,0.0,0.0,8.668307183157253e-12,12341.842798521799,30549.82816836347,30549.82816836347,0.0,0.0,2.1320722964901506e-12,13712.542800378946,10695.879095633032,22216.51429695089,1868.1257759893745,2325.104190071498
B42,100,2025-04-11,12341.84279852179,0.0,0.0,0.0,0.0,8.668307183157253e-12,12341.842798521799,30549.82816836347,30549.82816836347,0.0,0.0,2.1320722964901506e-12,13712.542800378946,10695.879095633032,22216.51429695089,1868.1257759893745,2325.104190071498
B43,100,2025-04-11,11261.611374795957,204.67045565833683,402.9384447725686,201.4692223862843,3.201233272052548,4.01600481223758,11268.828612880248,28083.485859973836,27597.61107818852,137.20573855824915,623.0805203435632,1.4307106563001852,13510.841832562432,11069.486720354902,19841.036509970625,1882.65194426254,1742.9799042855004
A43_000,100,2025-04-11,11238.176464900595,0.0,0.0,0.0,0.0,1.3980418600567645e-11,11238.176464900609,28021.357254736926,28021.357254736926,0.0,0.0,3.0944136142352363e-12,13664.083456778873,10857.950689279993,19898.574320571377,1938.5676889757601,2171.853145321199
A43_001,100,2025-04-11,11238.176464900595,0.0,0.0,0.0,0.0,1.3980418600567645e-11,11238.176464900609,28021.357254736926,28021.357254736926,0.0,0.0,3.0944136142352363e-12,13664.083456778873,10857.950689279993,19898.574320571377,1938.5676889757601,2171.853145321199
A43_010,100,2025-04-11,11261.611374795957,0.0,41.47469650193533,20.737348250967663,-20.737348250967663,1.1587339088237056e-11,11240.874026545001,28083.485859973836,28021.239517394006,0.0,62.24634257982942,2.55440113505756e-12,13726.212062015786,10878.62494084909,19857.002229560643,1882.65194426254,2148.8817546888686
A43_011,100,2025-04-11,11261.611374795957,0.0,41.47469650193533,20.737348250967663,-20.737348250967663,1.1587339088237056e-11,11240.874026545001,28083.485859973836,28021.239517394006,0.0,62.24634257982942,2.55440113505756e-12,13726.212062015786,10878.62494084909,19857.002229560643,1882.65194426254,2148.8817546888686
A43_100,100,2025-04-11,11252.542073153476,0.0,267.10896737944955,133.55448368972478,-133.55448368972478,1.4127242486949851e-11,11118.987589463764,28059.442112247216,27639.298253450896,0.0,420.1438587963207,3.134381643121742e-12,13477.715571288045,11053.641805075196,19898.574320571377,1904.2913172164995,1752.411103514412
A43_101,100,2025-04-11,11252.542073153476,0.0,267.10896737944955,133.55448368972478,-133.55448368972478,1.4127242486949851e-11,11118.987589463764,28059.442112247216,27639.298253450896,0.0,420.1438587963207,3.134381643121742e-12,13477.715571288045,11053.641805075196,19898.574320571377,1904.2913172164995,1752.411103514412
A43_110,100,2025-04-11,11261.611374795957,0.0,291.8540595116705,145.92702975583526,-145.92702975583526,1.1619168738263851e-11,11115.684345040134,28083.485859973836,27621.769910166786,0.0,461.71594980705186,2.5659474545136618e-12,13501.759319014667,11053.641805075194,19857.002229560643,1882.65194426254,1752.4111035144128
A43_111,100,2025-04-11,11261.611374795957,0.0,291.8540595116705,145.92702975583526,-145.92702975583526,1.1619168738263851e-11,11115.684345040134,28083.485859973836,27621.769910166786,0.0,461.71594980705186,2.5659474545136618e-12,13501.759319014667,11053.641805075194,19857.002229560643,1882.65194426254,1752.4111035144128
A43_update_only,100,2025-04-11,11238.176464900595,0.0,0.0,0.0,0.0,1.3980418600567645e-11,11238.176464900609,28021.357254736926,28021.357254736926,0.0,0.0,3.0944136142352363e-12,13664.083456778873,10857.950689279993,19898.574320571377,1938.5676889757601,2171.853145321199
A43_adjust_only,100,2025-04-11,11238.176464900595,0.0,281.6151758665631,140.80758793328155,-140.80758793328155,1.4257376612647474e-11,11097.368876967326,28021.357254736926,27583.348777196497,0.0,438.00847754042786,3.1459279625778436e-12,13439.74087263438,11071.616582675924,19898.574320571377,1938.5676889757601,1732.5382713734505
A42,101,2025-04-12,11157.324542313147,0.0,0.0,0.0,0.0,1.5865986913166097e-11,11157.324542313163,28595.099264952096,28595.099264952096,0.0,0.0,3.313960217354861e-12,12499.7324503263,10403.142232163442,17473.348496789236,2325.104190071498,2015.8164707391209
B42,101,2025-04-12,11157.324542313147,0.0,0.0,0.0,0.0,1.5865986913166097e-11,11157.324542313163,28595.099264952096,28595.099264952096,0.0,0.0,3.313960217354861e-12,12499.7324503263,10403.142232163442,17473.348496789236,2325.104190071498,2015.8164707391209
B43,101,2025-04-12,11532.241505939255,0.0,982.2425070531575,491.12125352657876,-491.12125352657876,43.03168878586443,11084.151941198541,29079.292914336565,27467.52679007202,0.0,1611.7661242645445,14.10643789079133,12972.403132388521,10704.917173612848,16188.986719187133,1742.9799042855004,1523.7903083097772
A43_000,101,2025-04-12,11372.93892318566,0.0,0.0,0.0,0.0,1.6254157131356806e-11,11372.938923185677,28602.767090963567,28602.767090963567,0.0,0.0,3.2720492981752614e-12,12639.460626132171,10295.890991324588,17234.036906155983,2171.853145321199,2107.4888295906053
A43_001,101,2025-04-12,11372.93892318566,0.0,982.2425070531575,491.12125352657876,-491.12125352657876,1.5527026775430386e-11,10881.817669659098,28602.767090963567,26991.000966699023,0.0,1611.7661242645445,3.2933655802480644e-12,12495.877309015523,10719.023611503635,16188.986719187133,2171.853145321199,1508.1164884311238
