day,source,joint,issue,atoms,fallback_state,fallback_all
130,43,True,0,7,36,0
130,43,True,1,7,19,0
130,43,True,2,7,21,0
130,43,True,3,7,6,0
131,42,True,0,7,77,0
131,42,False,0,7,0,0
131,43,False,0,7,0,0
131,43,False,1,7,0,0
131,43,False,2,7,0,0
131,43,False,3,7,0,0
131,43,True,0,7,34,0
131,43,True,1,7,19,0
131,43,True,2,7,21,0
131,43,True,3,7,6,0
132,42,True,0,7,76,0
132,42,False,0,7,0,0
132,43,False,0,7,0,0
132,43,False,1,7,0,0
132,43,False,2,7,0,0
132,43,False,3,7,0,0
132,43,True,0,7,33,0
132,43,True,1,7,18,0
132,43,True,2,7,12,0
132,43,True,3,7,5,0
133,42,True,0,7,77,0
133,42,False,0,7,0,0
133,43,False,0,7,0,0
133,43,False,1,7,0,0
133,43,False,2,7,0,0
133,43,False,3,7,0,0
133,43,True,0,7,30,0
133,43,True,1,7,18,0
133,43,True,2,7,12,0
133,43,True,3,7,5,0
134,42,True,0,7,79,0
134,42,False,0,7,0,0
134,43,False,0,7,0,0
134,43,False,1,7,0,0
134,43,False,2,7,0,0
134,43,False,3,7,0,0
134,43,True,0,7,32,0
134,43,True,1,7,21,0
134,43,True,2,7,15,0
134,43,True,3,7,8,0
135,42,True,0,7,77,0
135,42,False,0,7,0,0
135,43,False,0,7,0,0
135,43,False,1,7,0,0
135,43,False,2,7,0,0
135,43,False,3,7,0,0
135,43,True,0,7,18,0
135,43,True,1,7,18,0
135,43,True,2,7,15,0
135,43,True,3,7,6,0
136,42,True,0,7,71,0
136,42,False,0,7,0,0
136,43,False,0,7,0,0
136,43,False,1,7,0,0
136,43,False,2,7,0,0
136,43,False,3,7,0,0
136,43,True,0,7,13,0
136,43,True,1,7,18,0
136,43,True,2,7,15,0
136,43,True,3,7,6,0
137,42,True,0,7,71,0
137,42,False,0,7,0,0
137,43,False,0,7,0,0
137,43,False,1,7,0,0
137,43,False,2,7,0,0
137,43,False,3,7,0,0
137,43,True,0,7,17,0
137,43,True,1,7,22,0
137,43,True,2,7,19,0
137,43,True,3,7,10,0
138,42,True,0,7,71,0
138,42,False,0,7,0,0
138,43,False,0,7,0,0
138,43,False,1,7,0,0
138,43,False,2,7,0,0
138,43,False,3,7,0,0
138,43,True,0,7,20,0
138,43,True,1,7,22,0
138,43,True,2,7,19,0
138,43,True,3,7,5,0
139,42,True,0,7,70,0
139,42,False,0,7,0,0
139,43,False,0,7,0,0
139,43,False,1,7,0,0
139,43,False,2,7,0,0
139,43,False,3,7,0,0
139,43,True,0,7,17,0
139,43,True,1,7,22,0
139,43,True,2,7,19,0
139,43,True,3,7,5,0
140,42,True,0,7,77,0
140,42,False,0,7,0,0
140,43,False,0,7,0,0
140,43,False,1,7,0,0
140,43,False,2,7,0,0
140,43,False,3,7,0,0
140,43,True,0,7,17,0
140,43,True,1,7,22,0
140,43,True,2,7,15,0
140,43,True,3,7,5,0
141,42,True,0,7,82,0
141,42,False,0,7,0,0
141,43,False,0,7,0,0
141,43,False,1,7,0,0
141,43,False,2,7,0,0
141,43,False,3,7,0,0
141,43,True,0,7,17,0
141,43,True,1,7,17,0
141,43,True,2,7,15,0
141,43,True,3,7,5,0
142,42,True,0,7,88,0
142,42,False,0,7,0,0
142,43,False,0,7,0,0
142,43,False,1,7,0,0
142,43,False,2,7,0,0
142,43,False,3,7,0,0
142,43,True,0,7,16,0
142,43,True,1,7,16,0
142,43,True,2,7,14,0
142,43,True,3,7,4,0
143,42,True,0,7,88,0
143,42,False,0,7,0,0
143,43,False,0,7,0,0
143,43,False,1,7,0,0
143,43,False,2,7,0,0
143,43,False,3,7,0,0
143,43,True,0,7,13,0
143,43,True,1,7,16,0
143,43,True,2,7,14,0
143,43,True,3,7,4,0
144,42,True,0,7,88,0
144,42,False,0,7,0,0
144,43,False,0,7,0,0
144,43,False,1,7,0,0
144,43,False,2,7,0,0
144,43,False,3,7,0,0
144,43,True,0,7,14,0
144,43,True,1,7,16,0
144,43,True,2,7,22,0
144,43,True,3,7,4,0
145,42,True,0,7,88,0
145,42,False,0,7,0,0
145,43,False,0,7,0,0
145,43,False,1,7,0,0
145,43,False,2,7,0,0
145,43,False,3,7,0,0
145,43,True,0,7,24,0
145,43,True,1,7,17,0
145,43,True,2,7,22,0
145,43,True,3,7,4,0
146,42,True,0,7,82,0
146,42,False,0,7,0,0
146,43,False,0,7,0,0
146,43,False,1,7,0,0
146,43,False,2,7,0,0
146,43,False,3,7,0,0
146,43,True,0,7,20,0
146,43,True,1,7,16,0
146,43,True,2,7,21,0
146,43,True,3,7,3,0
147,42,True,0,7,75,0
147,42,False,0,7,0,0
147,43,False,0,7,0,0
147,43,False,1,7,0,0
147,43,False,2,7,0,0
147,43,False,3,7,0,0
147,43,True,0,7,17,0
147,43,True,1,7,9,0
147,43,True,2,7,14,0
147,43,True,3,7,3,0
148,42,True,0,7,68,0
148,42,False,0,7,0,0
148,43,False,0,7,0,0
148,43,False,1,7,0,0
148,43,False,2,7,0,0
148,43,False,3,7,0,0
148,43,True,0,7,16,0
148,43,True,1,7,8,0
148,43,True,2,7,9,0
148,43,True,3,7,2,0
149,42,True,0,7,60,0
149,42,False,0,7,0,0
149,43,False,0,7,0,0
149,43,False,1,7,0,0
149,43,False,2,7,0,0
149,43,False,3,7,0,0
149,43,True,0,7,16,0
149,43,True,1,7,8,0
149,43,True,2,7,9,0
149,43,True,3,7,2,0
150,42,True,0,7,60,0
150,42,False,0,7,0,0
150,43,False,0,7,0,0
150,43,False,1,7,0,0
150,43,False,2,7,0,0
150,43,False,3,7,0,0
150,43,True,0,7,16,0
150,43,True,1,7,8,0
150,43,True,2,7,9,0
150,43,True,3,7,0,0
151,42,True,0,7,60,0
151,42,False,0,7,0,0
151,43,False,0,7,0,0
151,43,False,1,7,0,0
151,43,False,2,7,0,0
151,43,False,3,7,0,0
151,43,True,0,7,7,0
151,43,True,1,7,10,0
151,43,True,2,7,10,0
151,43,True,3,7,0,0
152,42,True,0,7,60,0
152,42,False,0,7,0,0
152,43,False,0,7,0,0
152,43,False,1,7,0,0
152,43,False,2,7,0,0
152,43,False,3,7,0,0
152,43,True,0,7,6,0
152,43,True,1,7,10,0
152,43,True,2,7,10,0
152,43,True,3,7,0,0
153,42,True,0,7,63,0
153,42,False,0,7,0,0
153,43,False,0,7,0,0
153,43,False,1,7,0,0
153,43,False,2,7,0,0
153,43,False,3,7,0,0
153,43,True,0,7,10,0
153,43,True,1,7,10,0
153,43,True,2,7,10,0
153,43,True,3,7,0,0
154,42,True,0,7,56,0
154,42,False,0,7,0,0
154,43,False,0,7,0,0
154,43,False,1,7,0,0
154,43,False,2,7,0,0
154,43,False,3,7,0,0
154,43,True,0,7,8,0
154,43,True,1,7,8,0
154,43,True,2,7,10,0
154,43,True,3,7,0,0
155,42,True,0,7,47,0
155,42,False,0,7,0,0
155,43,False,0,7,0,0
155,43,False,1,7,0,0
155,43,False,2,7,0,0
155,43,False,3,7,0,0
155,43,True,0,7,10,0
155,43,True,1,7,8,0
155,43,True,2,7,6,0
155,43,True,3,7,0,0
156,42,True,0,7,47,0
156,42,False,0,7,0,0
156,43,False,0,7,0,0
156,43,False,1,7,0,0
156,43,False,2,7,0,0
156,43,False,3,7,0,0
156,43,True,0,7,10,0
156,43,True,1,7,8,0
156,43,True,2,7,5,0
156,43,True,3,7,0,0
157,42,True,0,7,47,0
157,42,False,0,7,0,0
157,43,False,0,7,0,0
157,43,False,1,7,0,0
157,43,False,2,7,0,0
157,43,False,3,7,0,0
157,43,True,0,7,6,0
157,43,True,1,7,8,0
157,43,True,2,7,5,0
157,43,True,3,7,0,0
158,42,True,0,7,48,0
158,42,False,0,7,0,0
158,43,False,0,7,0,0
158,43,False,1,7,0,0
158,43,False,2,7,0,0
158,43,False,3,7,0,0
158,43,True,0,7,6,0
158,43,True,1,7,13,0
158,43,True,2,7,5,0
158,43,True,3,7,0,0
159,42,True,0,7,48,0
159,42,False,0,7,0,0
159,43,False,0,7,0,0
159,43,False,1,7,0,0
159,43,False,2,7,0,0
159,43,False,3,7,0,0
159,43,True,0,7,6,0
159,43,True,1,7,13,0
159,43,True,2,7,5,0
159,43,True,3,7,0,0
160,42,True,0,7,50,0
160,42,False,0,7,0,0
160,43,False,0,7,0,0
160,43,False,1,7,0,0
160,43,False,2,7,0,0
160,43,False,3,7,0,0
160,43,True,0,7,6,0
160,43,True,1,7,13,0
160,43,True,2,7,5,0
160,43,True,3,7,0,0
161,42,True,0,7,50,0
161,42,False,0,7,0,0
161,43,False,0,7,0,0
161,43,False,1,7,0,0
161,43,False,2,7,0,0
161,43,False,3,7,0,0
161,43,True,0,7,6,0
161,43,True,1,7,13,0
161,43,True,2,7,5,0
161,43,True,3,7,0,0
162,42,True,0,7,50,0
162,42,False,0,7,0,0
162,43,False,0,7,0,0
162,43,False,1,7,0,0
162,43,False,2,7,0,0
162,43,False,3,7,0,0
162,43,True,0,7,6,0
162,43,True,1,7,13,0
162,43,True,2,7,5,0
162,43,True,3,7,0,0
163,42,True,0,7,50,0
163,42,False,0,7,0,0
163,43,False,0,7,0,0
163,43,False,1,7,0,0
163,43,False,2,7,0,0
163,43,False,3,7,0,0
163,43,True,0,7,3,0
163,43,True,1,7,13,0
163,43,True,2,7,5,0
163,43,True,3,7,0,0
164,42,True,0,7,50,0
164,42,False,0,7,0,0
164,43,False,0,7,0,0
164,43,False,1,7,0,0
164,43,False,2,7,0,0
164,43,False,3,7,0,0
164,43,True,0,7,3,0
164,43,True,1,7,13,0
164,43,True,2,7,5,0
164,43,True,3,7,0,0
165,42,True,0,7,50,0
165,42,False,0,7,0,0
165,43,False,0,7,0,0
165,43,False,1,7,0,0
165,43,False,2,7,0,0
165,43,False,3,7,0,0
165,43,True,0,7,5,0
165,43,True,1,7,16,0
165,43,True,2,7,5,0
165,43,True,3,7,0,0
166,42,True,0,7,50,0
166,42,False,0,7,0,0
166,43,False,0,7,0,0
166,43,False,1,7,0,0
166,43,False,2,7,0,0
166,43,False,3,7,0,0
166,43,True,0,7,6,0
166,43,True,1,7,16,0
166,43,True,2,7,5,0
166,43,True,3,7,0,0
167,42,True,0,7,45,0
167,42,False,0,7,0,0
167,43,False,0,7,0,0
167,43,False,1,7,0,0
167,43,False,2,7,0,0
167,43,False,3,7,0,0
167,43,True,0,7,6,0
167,43,True,1,7,16,0
167,43,True,2,7,5,0
167,43,True,3,7,0,0
168,42,True,0,7,45,0
168,42,False,0,7,0,0
168,43,False,0,7,0,0
168,43,False,1,7,0,0
168,43,False,2,7,0,0
168,43,False,3,7,0,0
168,43,True,0,7,6,0
168,43,True,1,7,15,0
168,43,True,2,7,5,0
168,43,True,3,7,0,0
169,42,True,0,7,42,0
169,42,False,0,7,0,0
169,43,False,0,7,0,0
169,43,False,1,7,0,0
169,43,False,2,7,0,0
169,43,False,3,7,0,0
169,43,True,0,7,4,0
169,43,True,1,7,15,0
169,43,True,2,7,5,0
169,43,True,3,7,0,0
170,42,True,0,7,42,0
170,42,False,0,7,0,0
170,43,False,0,7,0,0
170,43,False,1,7,0,0
170,43,False,2,7,0,0
170,43,False,3,7,0,0
170,43,True,0,7,4,0
170,43,True,1,7,15,0
170,43,True,2,7,5,0
170,43,True,3,7,2,0
171,42,True,0,7,45,0
171,42,False,0,7,0,0
171,43,False,0,7,0,0
171,43,False,1,7,0,0
171,43,False,2,7,0,0
171,43,False,3,7,0,0
171,43,True,0,7,4,0
171,43,True,1,7,15,0
171,43,True,2,7,5,0
171,43,True,3,7,2,0
172,42,True,0,7,46,0
172,42,False,0,7,0,0
172,43,False,0,7,0,0
172,43,False,1,7,0,0
172,43,False,2,7,0,0
172,43,False,3,7,0,0
172,43,True,0,7,4,0
172,43,True,1,7,15,0
172,43,True,2,7,5,0
172,43,True,3,7,2,0
173,42,True,0,7,46,0
173,42,False,0,7,0,0
173,43,False,0,7,0,0
173,43,False,1,7,0,0
173,43,False,2,7,0,0
173,43,False,3,7,0,0
173,43,True,0,7,6,0
173,43,True,1,7,15,0
173,43,True,2,7,5,0
173,43,True,3,7,2,0
174,42,True,0,7,46,0
174,42,False,0,7,0,0
174,43,False,0,7,0,0
174,43,False,1,7,0,0
174,43,False,2,7,0,0
174,43,False,3,7,0,0
174,43,True,0,7,17,0
174,43,True,1,7,8,0
174,43,True,2,7,5,0
174,43,True,3,7,2,0
175,42,True,0,7,46,0
175,42,False,0,7,0,0
175,43,False,0,7,0,0
175,43,False,1,7,0,0
175,43,False,2,7,0,0
175,43,False,3,7,0,0
175,43,True,0,7,17,0
175,43,True,1,7,8,0
175,43,True,2,7,5,0
175,43,True,3,7,2,0
176,42,True,0,7,46,0
176,42,False,0,7,0,0
176,43,False,0,7,0,0
176,43,False,1,7,0,0
176,43,False,2,7,0,0
176,43,False,3,7,0,0
176,43,True,0,7,17,0
176,43,True,1,7,8,0
176,43,True,2,7,5,0
176,43,True,3,7,2,0
177,42,True,0,7,56,0
177,42,False,0,7,0,0
177,43,False,0,7,0,0
177,43,False,1,7,0,0
177,43,False,2,7,0,0
177,43,False,3,7,0,0
177,43,True,0,7,17,0
177,43,True,1,7,12,0
177,43,True,2,7,9,0
177,43,True,3,7,2,0
178,42,True,0,7,61,0
178,42,False,0,7,0,0
178,43,False,0,7,0,0
178,43,False,1,7,0,0
178,43,False,2,7,0,0
178,43,False,3,7,0,0
178,43,True,0,7,14,0
178,43,True,1,7,12,0
178,43,True,2,7,14,0
178,43,True,3,7,2,0
179,42,True,0,7,64,0
179,42,False,0,7,0,0
179,43,False,0,7,0,0
179,43,False,1,7,0,0
179,43,False,2,7,0,0
179,43,False,3,7,0,0
179,43,True,0,7,8,0
179,43,True,1,7,12,0
179,43,True,2,7,17,0
179,43,True,3,7,2,0
180,42,True,0,7,64,0
180,42,False,0,7,0,0
180,43,False,0,7,0,0
180,43,False,1,7,0,0
180,43,False,2,7,0,0
180,43,False,3,7,0,0
180,43,True,0,7,8,0
180,43,True,1,7,13,0
180,43,True,2,7,18,0
180,43,True,3,7,2,0
181,42,True,0,7,68,0
181,42,False,0,7,0,0
181,43,False,0,7,0,0
181,43,False,1,7,0,0
181,43,False,2,7,0,0
181,43,False,3,7,0,0
181,43,True,0,7,8,0
181,43,True,1,7,7,0
181,43,True,2,7,18,0
181,43,True,3,7,2,0
182,42,True,0,7,61,0
182,42,False,0,7,0,0
182,43,False,0,7,0,0
182,43,False,1,7,0,0
182,43,False,2,7,0,0
182,43,False,3,7,0,0
182,43,True,0,7,9,0
182,43,True,1,7,7,0
182,43,True,2,7,18,0
182,43,True,3,7,0,0
183,42,True,0,7,47,0
183,42,False,0,7,0,0
183,43,False,0,7,0,0
183,43,False,1,7,0,0
183,43,False,2,7,0,0
183,43,False,3,7,0,0
183,43,True,0,7,9,0
183,43,True,1,7,7,0
183,43,True,2,7,18,0
183,43,True,3,7,0,0
184,42,True,0,7,49,0
184,42,False,0,7,0,0
184,43,False,0,7,0,0
184,43,False,1,7,0,0
184,43,False,2,7,0,0
184,43,False,3,7,0,0
184,43,True,0,7,16,0
184,43,True,1,7,10,0
184,43,True,2,7,18,0
184,43,True,3,7,0,0
185,42,True,0,7,56,0
185,42,False,0,7,0,0
185,43,False,0,7,0,0
185,43,False,1,7,0,0
185,43,False,2,7,0,0
185,43,False,3,7,0,0
185,43,True,0,7,15,0
185,43,True,1,7,9,0
185,43,True,2,7,19,0
185,43,True,3,7,0,0
186,42,True,0,7,58,0
186,42,False,0,7,0,0
186,43,False,0,7,0,0
186,43,False,1,7,0,0
186,43,False,2,7,0,0
186,43,False,3,7,0,0
186,43,True,0,7,20,0
186,43,True,1,7,13,0
186,43,True,2,7,20,0
186,43,True,3,7,4,0
187,42,True,0,7,58,0
187,42,False,0,7,0,0
187,43,False,0,7,0,0
187,43,False,1,7,0,0
187,43,False,2,7,0,0
187,43,False,3,7,0,0
187,43,True,0,7,20,0
187,43,True,1,7,13,0
187,43,True,2,7,20,0
187,43,True,3,7,4,0
188,42,True,0,7,58,0
188,42,False,0,7,0,0
188,43,False,0,7,0,0
188,43,False,1,7,0,0
188,43,False,2,7,0,0
188,43,False,3,7,0,0
188,43,True,0,7,17,0
188,43,True,1,7,10,0
188,43,True,2,7,17,0
188,43,True,3,7,1,0
189,42,True,0,7,58,0
189,42,False,0,7,0,0
189,43,False,0,7,0,0
189,43,False,1,7,0,0
189,43,False,2,7,0,0
189,43,False,3,7,0,0
189,43,True,0,7,17,0
189,43,True,1,7,10,0
189,43,True,2,7,17,0
189,43,True,3,7,1,0
190,42,True,0,7,56,0
190,42,False,0,7,0,0
190,43,False,0,7,0,0
190,43,False,1,7,0,0
190,43,False,2,7,0,0
190,43,False,3,7,0,0
190,43,True,0,7,25,0
190,43,True,1,7,10,0
190,43,True,2,7,17,0
190,43,True,3,7,1,0
191,42,True,0,7,56,0
191,42,False,0,7,0,0
191,43,False,0,7,0,0
191,43,False,1,7,0,0
191,43,False,2,7,0,0
191,43,False,3,7,0,0
191,43,True,0,7,25,0
191,43,True,1,7,10,0
191,43,True,2,7,21,0
191,43,True,3,7,1,0
192,42,True,0,7,52,0
192,42,False,0,7,0,0
192,43,False,0,7,0,0
192,43,False,1,7,0,0
192,43,False,2,7,0,0
192,43,False,3,7,0,0
192,43,True,0,7,31,0
192,43,True,1,7,10,0
192,43,True,2,7,23,0
192,43,True,3,7,1,0
193,42,True,0,7,52,0
193,42,False,0,7,0,0
193,43,False,0,7,0,0
193,43,False,1,7,0,0
193,43,False,2,7,0,0
193,43,False,3,7,0,0
193,43,True,0,7,34,0
193,43,True,1,7,12,0
193,43,True,2,7,28,0
193,43,True,3,7,1,0
194,42,True,0,7,52,0
194,42,False,0,7,0,0
194,43,False,0,7,0,0
194,43,False,1,7,0,0
194,43,False,2,7,0,0
194,43,False,3,7,0,0
194,43,True,0,7,34,0
194,43,True,1,7,12,0
194,43,True,2,7,28,0
194,43,True,3,7,1,0
195,42,True,0,7,52,0
195,42,False,0,7,0,0
195,43,False,0,7,0,0
195,43,False,1,7,0,0
195,43,False,2,7,0,0
195,43,False,3,7,0,0
195,43,True,0,7,42,0
195,43,True,1,7,14,0
195,43,True,2,7,30,0
195,43,True,3,7,6,0
196,42,True,0,7,52,0
196,42,False,0,7,0,0
196,43,False,0,7,0,0
196,43,False,1,7,0,0
196,43,False,2,7,0,0
196,43,False,3,7,0,0
196,43,True,0,7,40,0
196,43,True,1,7,14,0
196,43,True,2,7,32,0
196,43,True,3,7,6,0
197,42,True,0,7,43,0
197,42,False,0,7,0,0
197,43,False,0,7,0,0
197,43,False,1,7,0,0
197,43,False,2,7,0,0
197,43,False,3,7,0,0
197,43,True,0,7,34,0
197,43,True,1,7,8,0
197,43,True,2,7,28,0
197,43,True,3,7,6,0
198,42,True,0,7,43,0
198,42,False,0,7,0,0
198,43,False,0,7,0,0
198,43,False,1,7,0,0
198,43,False,2,7,0,0
198,43,False,3,7,0,0
198,43,True,0,7,38,0
198,43,True,1,7,12,0
198,43,True,2,7,28,0
198,43,True,3,7,6,0
199,42,True,0,7,43,0
199,42,False,0,7,0,0
199,43,False,0,7,0,0
199,43,False,1,7,0,0
199,43,False,2,7,0,0
199,43,False,3,7,0,0
199,43,True,0,7,38,0
199,43,True,1,7,13,0
199,43,True,2,7,35,0
199,43,True,3,7,6,0
200,42,True,0,7,47,0
200,42,False,0,7,0,0
200,43,False,0,7,0,0
200,43,False,1,7,0,0
200,43,False,2,7,0,0
200,43,False,3,7,0,0
200,43,True,0,7,38,0
200,43,True,1,7,13,0
200,43,True,2,7,35,0
200,43,True,3,7,6,0
201,42,True,0,7,43,0
201,42,False,0,7,0,0
201,43,False,0,7,0,0
201,43,False,1,7,0,0
201,43,False,2,7,0,0
201,43,False,3,7,0,0
201,43,True,0,7,39,0
201,43,True,1,7,13,0
201,43,True,2,7,35,0
201,43,True,3,7,6,0
202,42,True,0,7,43,0
202,42,False,0,7,0,0
202,43,False,0,7,0,0
202,43,False,1,7,0,0
202,43,False,2,7,0,0
202,43,False,3,7,0,0
202,43,True,0,7,42,0
202,43,True,1,7,16,0
202,43,True,2,7,38,0
202,43,True,3,7,9,0
203,42,True,0,7,40,0
203,42,False,0,7,0,0
203,43,False,0,7,0,0
203,43,False,1,7,0,0
203,43,False,2,7,0,0
203,43,False,3,7,0,0
203,43,True,0,7,42,0
203,43,True,1,7,11,0
203,43,True,2,7,38,0
203,43,True,3,7,9,0
204,42,True,0,7,40,0
204,42,False,0,7,0,0
204,43,False,0,7,0,0
204,43,False,1,7,0,0
204,43,False,2,7,0,0
204,43,False,3,7,0,0
204,43,True,0,7,38,0
204,43,True,1,7,16,0
204,43,True,2,7,38,0
204,43,True,3,7,9,0
205,42,True,0,7,40,0
205,42,False,0,7,0,0
205,43,False,0,7,0,0
205,43,False,1,7,0,0
205,43,False,2,7,0,0
205,43,False,3,7,0,0
205,43,True,0,7,34,0
205,43,True,1,7,17,0
205,43,True,2,7,31,0
205,43,True,3,7,9,0
206,42,True,0,7,44,0
206,42,False,0,7,0,0
206,43,False,0,7,0,0
206,43,False,1,7,0,0
206,43,False,2,7,0,0
206,43,False,3,7,0,0
206,43,True,0,7,35,0
206,43,True,1,7,18,0
206,43,True,2,7,31,0
206,43,True,3,7,9,0
207,42,True,0,7,50,0
207,42,False,0,7,0,0
207,43,False,0,7,0,0
207,43,False,1,7,0,0
207,43,False,2,7,0,0
207,43,False,3,7,0,0
207,43,True,0,7,29,0
207,43,True,1,7,18,0
207,43,True,2,7,31,0
207,43,True,3,7,9,0
208,42,True,0,7,53,0
208,42,False,0,7,0,0
208,43,False,0,7,0,0
208,43,False,1,7,0,0
208,43,False,2,7,0,0
208,43,False,3,7,0,0
208,43,True,0,7,32,0
208,43,True,1,7,18,0
208,43,True,2,7,26,0
208,43,True,3,7,13,0
209,42,True,0,7,56,0
209,42,False,0,7,0,0
209,43,False,0,7,0,0
209,43,False,1,7,0,0
209,43,False,2,7,0,0
209,43,False,3,7,0,0
209,43,True,0,7,32,0
209,43,True,1,7,16,0
209,43,True,2,7,26,0
209,43,True,3,7,13,0
210,42,True,0,7,56,0
210,42,False,0,7,0,0
210,43,False,0,7,0,0
210,43,False,1,7,0,0
210,43,False,2,7,0,0
210,43,False,3,7,0,0
210,43,True,0,7,32,0
210,43,True,1,7,15,0
210,43,True,2,7,26,0
210,43,True,3,7,13,0
211,42,True,0,7,54,0
211,42,False,0,7,0,0
211,43,False,0,7,0,0
211,43,False,1,7,0,0
211,43,False,2,7,0,0
211,43,False,3,7,0,0
211,43,True,0,7,32,0
211,43,True,1,7,21,0
211,43,True,2,7,26,0
211,43,True,3,7,13,0
212,42,True,0,7,51,0
212,42,False,0,7,0,0
212,43,False,0,7,0,0
212,43,False,1,7,0,0
212,43,False,2,7,0,0
212,43,False,3,7,0,0
212,43,True,0,7,30,0
212,43,True,1,7,21,0
212,43,True,2,7,24,0
212,43,True,3,7,18,0
213,42,True,0,7,75,0
213,42,False,0,7,0,0
213,43,False,0,7,0,0
213,43,False,1,7,0,0
213,43,False,2,7,0,0
213,43,False,3,7,0,0
213,43,True,0,7,30,0
213,43,True,1,7,21,0
213,43,True,2,7,24,0
213,43,True,3,7,18,0
214,42,True,0,7,75,0
214,42,False,0,7,0,0
214,43,False,0,7,0,0
214,43,False,1,7,0,0
214,43,False,2,7,0,0
214,43,False,3,7,0,0
214,43,True,0,7,30,0
214,43,True,1,7,35,0
214,43,True,2,7,25,0
214,43,True,3,7,18,0
215,42,True,0,7,75,0
215,42,False,0,7,0,0
215,43,False,0,7,0,0
215,43,False,1,7,0,0
215,43,False,2,7,0,0
215,43,False,3,7,0,0
215,43,True,0,7,30,0
215,43,True,1,7,34,0
215,43,True,2,7,24,0
215,43,True,3,7,24,0
216,42,True,0,7,113,0
216,42,False,0,7,0,0
216,43,False,0,7,0,0
216,43,False,1,7,0,0
216,43,False,2,7,0,0
216,43,False,3,7,0,0
216,43,True,0,7,76,0
216,43,True,1,7,67,0
216,43,True,2,7,39,0
216,43,True,3,7,33,0
217,42,True,0,7,115,0
217,42,False,0,7,0,0
217,43,False,0,7,0,0
217,43,False,1,7,0,0
217,43,False,2,7,0,0
217,43,False,3,7,0,0
217,43,True,0,7,76,0
217,43,True,1,7,67,0
217,43,True,2,7,39,0
217,43,True,3,7,28,0
218,42,True,0,7,113,0
218,42,False,0,7,0,0
218,43,False,0,7,0,0
218,43,False,1,7,0,0
218,43,False,2,7,0,0
218,43,False,3,7,0,0
218,43,True,0,7,78,0
218,43,True,1,7,69,0
218,43,True,2,7,38,0
218,43,True,3,7,30,0
219,42,True,0,7,113,0
219,42,False,0,7,0,0
219,43,False,0,7,0,0
219,43,False,1,7,0,0
219,43,False,2,7,0,0
219,43,False,3,7,0,0
219,43,True,0,7,85,0
219,43,True,1,7,76,0
219,43,True,2,7,45,0
219,43,True,3,7,34,0
220,42,True,0,7,109,0
220,42,False,0,7,0,0
220,43,False,0,7,0,0
220,43,False,1,7,0,0
220,43,False,2,7,0,0
220,43,False,3,7,0,0
220,43,True,0,7,91,0
220,43,True,1,7,76,0
220,43,True,2,7,45,0
220,43,True,3,7,34,0
221,42,True,0,7,101,0
221,42,False,0,7,0,0
221,43,False,0,7,0,0
221,43,False,1,7,0,0
221,43,False,2,7,0,0
221,43,False,3,7,0,0
221,43,True,0,7,68,0
221,43,True,1,7,67,0
221,43,True,2,7,38,0
221,43,True,3,7,27,0
222,42,True,0,7,102,0
222,42,False,0,7,0,0
222,43,False,0,7,0,0
222,43,False,1,7,0,0
222,43,False,2,7,0,0
222,43,False,3,7,0,0
222,43,True,0,7,68,0
222,43,True,1,7,67,0
222,43,True,2,7,42,0
222,43,True,3,7,27,0
223,42,True,0,7,107,0
223,42,False,0,7,0,0
223,43,False,0,7,0,0
223,43,False,1,7,0,0
223,43,False,2,7,0,0
223,43,False,3,7,0,0
223,43,True,0,7,84,0
223,43,True,1,7,67,0
223,43,True,2,7,42,0
223,43,True,3,7,27,0
224,42,True,0,7,107,0
224,42,False,0,7,0,0
224,43,False,0,7,0,0
224,43,False,1,7,0,0
224,43,False,2,7,0,0
224,43,False,3,7,0,0
224,43,True,0,7,80,0
224,43,True,1,7,67,0
224,43,True,2,7,42,0
224,43,True,3,7,27,0
225,42,True,0,7,107,0
225,42,False,0,7,0,0
225,43,False,0,7,0,0
225,43,False,1,7,0,0
225,43,False,2,7,0,0
225,43,False,3,7,0,0
225,43,True,0,7,79,0
225,43,True,1,7,67,0
225,43,True,2,7,42,0
225,43,True,3,7,26,0
226,42,True,0,7,110,0
226,42,False,0,7,0,0
226,43,False,0,7,0,0
226,43,False,1,7,0,0
226,43,False,2,7,0,0
226,43,False,3,7,0,0
226,43,True,0,7,84,0
226,43,True,1,7,65,0
226,43,True,2,7,47,0
226,43,True,3,7,31,0
227,42,True,0,7,98,0
227,42,False,0,7,0,0
227,43,False,0,7,0,0
227,43,False,1,7,0,0
227,43,False,2,7,0,0
227,43,False,3,7,0,0
227,43,True,0,7,82,0
227,43,True,1,7,58,0
227,43,True,2,7,35,0
227,43,True,3,7,24,0
228,42,True,0,7,91,0
228,42,False,0,7,0,0
228,43,False,0,7,0,0
228,43,False,1,7,0,0
228,43,False,2,7,0,0
228,43,False,3,7,0,0
228,43,True,0,7,75,0
228,43,True,1,7,56,0
228,43,True,2,7,42,0
228,43,True,3,7,23,0
229,42,True,0,7,100,0
229,42,False,0,7,0,0
229,43,False,0,7,0,0
229,43,False,1,7,0,0
229,43,False,2,7,0,0
229,43,False,3,7,0,0
229,43,True,0,7,75,0
229,43,True,1,7,56,0
229,43,True,2,7,42,0
229,43,True,3,7,23,0
230,42,True,0,7,112,0
230,42,False,0,7,0,0
230,43,False,0,7,0,0
230,43,False,1,7,0,0
